"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","Reporter Type","Primary UZA 
 Population","Agency VOMS","Mode","TOS","Mode VOMS","Ratios:","Fare Revenues per Unlinked Passenger Trip","Fare Revenues per Unlinked Passenger Trip Questionable","Fare Revenues per Total Operating Expense (Recovery Ratio)","Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable","Cost per 
 Hour","Cost per Hour Questionable","Passengers per Hour","Passengers per Hour Questionable","Cost per Passenger","Cost per Passenger Questionable","Cost per Passenger Mile","Cost per Passenger Mile Questionable","Source Data:","Fare Revenues Earned","Fare Revenues Earned Questionable","Total Operating Expenses","Total Operating Expenses Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Vehicle Revenue Hours","Vehicle Revenue Hours Questionable","Passenger Miles","Passenger Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Any data questionable?","...40","...41","...42","0","...44","...45"
"County of Mesa, dba: Mesa County","Grand Junction","CO","8016","80016","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",128124,21,"DR","PT",8,NA,2.724,NA,0.0889,NA,65.8181,NA,2.1469,NA,30.6577,NA,0,NA,NA,57856,NA,651138,NA,21239,NA,9893,NA,0,NA,143758,NA,"No",NA,NA,NA,NA,NA,NA
"City of Lawton  , dba: Lawton Area Transit System","Lawton","OK","6094","60094","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",94457,21,"DR","DO",8,NA,2.8546,NA,0.245,NA,18.1014,NA,1.5532,NA,11.6539,NA,0,NA,NA,27730,NA,113206,NA,9714,NA,6254,NA,0,NA,66320,NA,"No",NA,NA,NA,NA,NA,NA
"City of Independence","Independence","MO","7046","70046","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",1519417,21,"DR","TX",7,NA,0,NA,0,NA,92.2098,NA,3.1948,NA,28.8626,NA,0,NA,NA,0,NA,250903,NA,8693,NA,2721,NA,0,NA,44078,NA,"No",NA,NA,NA,NA,NA,NA
"City of Independence","Independence","MO","7046","70046","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",1519417,21,"DR","PT",7,NA,0,NA,0,NA,44.8942,NA,1.5291,NA,29.3599,NA,0,NA,NA,0,NA,177422,NA,6043,NA,3952,NA,0,NA,48972,NA,"No",NA,NA,NA,NA,NA,NA
"City of Huntington Park","Huntington Park","CA",NA,"90267","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",12150996,21,"MB","PT",7,NA,0.2357,NA,0.0172,NA,79.2297,NA,5.7686,NA,13.7345,NA,0,NA,NA,20898,NA,1217760,NA,88664,NA,15370,NA,0,NA,143351,NA,"No",NA,NA,NA,NA,NA,NA
"Midland-Odessa Urban Transit District","Odessa","TX","6097","60097","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",126405,21,"DR","DO",7,NA,0.8526,NA,0.0142,NA,106.2341,NA,1.7736,NA,59.8983,NA,0,NA,NA,16309,NA,1145735,NA,19128,NA,10785,NA,0,NA,112057,NA,"No",NA,NA,NA,NA,NA,NA
"City of Independence","Independence","MO","7046","70046","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",1519417,21,"MB","PT",7,NA,0,NA,0,NA,87.788,NA,15.1309,NA,5.8019,NA,0,NA,NA,0,NA,1362557,NA,234846,NA,15521,NA,0,NA,224934,NA,"No",NA,NA,NA,NA,NA,NA
"Medina County Public Transit","Medina","OH","5198","50198","City, County or Local Government Unit or Department of Transportation","Full Reporter",1780673,21,"MB","DO",7,NA,1.2257,NA,0.036,NA,68.0235,NA,1.9984,NA,34.0382,NA,4.8941,NA,NA,39371,NA,1093342,NA,32121,NA,16073,NA,223402,NA,211195,NA,"No",NA,NA,NA,NA,NA,NA
"Bis-Man Transit Board","Bismarck","ND","8019","80019","Independent Public Agency or Authority of Transit Service","Reduced Reporter",81955,21,"MB","PT",6,NA,0.8975,NA,0.03,NA,78.3081,NA,2.6141,NA,29.9562,NA,0,NA,NA,50929,NA,1699835,NA,56744,NA,21707,NA,0,NA,351049,NA,"No",NA,NA,NA,NA,NA,NA
"People for People Moses Lake","Yakima","WA","0R03-029","0R03-00287","Private-Non-Profit Corporation","Rural Reporter",0,21,"MB","DO",5,NA,0,NA,0,NA,72.1811,NA,0.5747,NA,125.6003,NA,0,NA,NA,0,NA,974156,NA,7756,NA,13496,NA,0,NA,329069,NA,"No",NA,NA,NA,NA,NA,NA
"Goldsboro-Wayne Transportation Authority","Goldsboro","NC","4132","40132","Independent Public Agency or Authority of Transit Service","Reduced Reporter",61054,21,"MB","DO",5,NA,0.699,NA,0.0931,NA,55.9662,NA,7.4515,NA,7.5108,NA,0,NA,NA,107727,NA,1157605,NA,154126,NA,20684,NA,0,NA,326284,NA,"No",NA,NA,NA,NA,NA,NA
"Cherokee County Board of Commissioners","Canton","GA","4161","40161","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",4515419,21,"VP","PT",3,NA,8.9904,NA,0.8448,NA,27.362,NA,2.571,NA,10.6424,NA,0,NA,NA,16920,NA,20029,NA,1882,NA,732,NA,0,NA,32821,NA,"No",NA,NA,NA,NA,NA,NA
"Medina County Public Transit","Medina","OH","5198","50198","City, County or Local Government Unit or Department of Transportation","Full Reporter",1780673,21,"DR","TX",3,NA,0,NA,0,NA,135.087,NA,1.8362,NA,73.5707,NA,2.7148,NA,NA,0,NA,279495,NA,3799,NA,2069,NA,102953,NA,76618,NA,"No",NA,NA,NA,NA,NA,NA
"Community Connection of Northeast Oregon","La Grande","OR","0R02-012","0R02-00343","Private-Non-Profit Corporation","Rural Reporter",0,21,"CB","DO",3,NA,2.869,NA,0.0262,NA,115.3243,NA,1.0546,NA,109.354,NA,0,NA,NA,6484,NA,247140,NA,2260,NA,2143,NA,0,NA,71350,NA,"No",NA,NA,NA,NA,NA,NA
"Community Connection of Northeast Oregon","La Grande","OR","0R02-012","0R02-00343","Private-Non-Profit Corporation","Rural Reporter",0,21,"MB","DO",3,NA,0.0387,NA,0.002,NA,53.6522,NA,2.7288,NA,19.6612,NA,0,NA,NA,899,NA,456258,NA,23206,NA,8504,NA,0,NA,133007,NA,"No",NA,NA,NA,NA,NA,NA
"City of Wausau, Wisconsin, dba: Metro Ride","Wausau","WI","5091","50091","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",74632,21,"DR","DO",3,NA,0.8351,NA,0.0164,NA,100.3383,NA,1.9652,NA,51.0574,NA,0,NA,NA,2547,NA,155725,NA,3050,NA,1552,NA,0,NA,15709,NA,"No",NA,NA,NA,NA,NA,NA
"City of Redondo Beach, dba: Beach Cities Transit","Redondo Beach","CA","9214","90214","City, County or Local Government Unit or Department of Transportation","Full Reporter",12150996,21,"DR","PT",3,NA,0,NA,0,NA,116.3289,NA,0.8378,NA,138.8504,NA,25.7081,NA,NA,0,NA,672730,NA,4845,NA,5783,NA,26168,NA,26902,NA,"No",NA,NA,NA,NA,NA,NA
"Eagle County Regional Transportation Authority","Eagle","CO","8R01-001","8R01-80155","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,21,"MB","DO",21,NA,2.091,NA,0.1631,NA,113.6473,NA,8.8629,NA,12.8228,NA,0,NA,NA,1420886,NA,8713568,NA,679536,NA,76672,NA,0,NA,1648376,NA,"No",NA,NA,NA,NA,NA,NA
"Historic Hoosier Hills, dba: Catch-a-Ride","Dillsboro","IN","5R02-026","5R02-50324","Private-Non-Profit Corporation","Rural Reporter",0,21,"DR","DO",21,NA,1.1763,NA,0.026,NA,62.8194,NA,1.3895,NA,45.2114,NA,0,NA,NA,43456,NA,1670243,NA,36943,NA,26588,NA,0,NA,404697,NA,"No",NA,NA,NA,NA,NA,NA
"West River Transit","Bismarck","ND","8R03-021","8R03-80238","Private-Non-Profit Corporation","Rural Reporter",0,21,"DR","DO",21,NA,2.5416,NA,0.0551,NA,83.2007,NA,1.8051,NA,46.0924,NA,0,NA,NA,55761,NA,1011221,NA,21939,NA,12154,NA,0,NA,227576,NA,"No",NA,NA,NA,NA,NA,NA
"University of California, Davis, dba: ASUCD-Unitrans","Davis","CA","9142","90142","University","Full Reporter",72794,21,"MB","DO",21,NA,12.7841,NA,0.7204,NA,114.0146,NA,6.425,NA,17.7454,NA,8.2116,NA,NA,4479817,NA,6218354,NA,350421,NA,54540,NA,757260,NA,597058,NA,"No",NA,NA,NA,NA,NA,NA
"Heart of Texas Council of Governments","Waco","TX","6R05-030","6R05-60142","MPO, COG or Other Planning Agency","Rural Reporter",0,21,"DR","DO",21,NA,0.2117,NA,0.0034,NA,65.3851,NA,1.0429,NA,62.6942,NA,0,NA,NA,4934,NA,1460900,NA,23302,NA,22343,NA,0,NA,463306,NA,"No",NA,NA,NA,NA,NA,NA
"York County Council on Aging","Rock Hill","SC","4187","40187","Private Provider Reporting on Behalf of a Public Entity","Reduced Reporter",104996,21,"DR","DO",21,NA,2.1,NA,0.0873,NA,35.3406,NA,1.4695,NA,24.0497,NA,0,NA,NA,47983,NA,549511,NA,22849,NA,15549,NA,0,NA,215132,NA,"No",NA,NA,NA,NA,NA,NA
"Flagler County Public Transportation","Bunnell","FL","4R02-028","41068","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",349064,21,"DR","DO",21,NA,0.5656,NA,0.0269,NA,34.157,NA,1.6248,NA,21.0228,NA,0,NA,NA,33861,NA,1258617,NA,59869,NA,36848,NA,0,NA,552985,NA,"No",NA,NA,NA,NA,NA,NA
"Guilford County , dba: Guilford County Transportation & Mobility Services","Greensboro","NC","4133","40133","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",311810,21,"DR","DO",21,NA,0.0612,NA,0.0019,NA,82.4326,NA,2.5453,NA,32.3857,NA,0,NA,NA,2026,NA,1071871,NA,33097,NA,13003,NA,0,NA,175491,NA,"No",NA,NA,NA,NA,NA,NA
"Morgan County Transit","Mcconnelsville","OH","5R05-064","5R05-50421","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,21,"DR","DO",21,NA,0.3841,NA,0.0086,NA,38.4888,NA,0.8578,NA,44.8697,NA,0,NA,NA,9316,NA,1088270,NA,24254,NA,28275,NA,0,NA,431864,NA,"No",NA,NA,NA,NA,NA,NA
"RTS Ontario","Rochester","NY","2R02-020","2R02-20967","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,21,"MB","DO",21,NA,0.8687,NA,0.025,NA,123.6103,NA,3.5549,NA,34.772,NA,0,NA,NA,62718,NA,2510402,NA,72196,NA,20309,NA,0,NA,411716,NA,"No",NA,NA,NA,NA,NA,NA
"Eaton County Transportation Authority","Charlotte","MI","5R03-028","5R03-50260","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,21,"DR","DO",21,NA,1.4847,NA,0.0447,NA,73.7563,NA,2.2183,NA,33.2494,NA,0,NA,NA,91544,NA,2050057,NA,61657,NA,27795,NA,0,NA,503375,NA,"No",NA,NA,NA,NA,NA,NA
"City of Iowa City, dba: Iowa City Transit","Iowa City","IA","7018","70018","City, County or Local Government Unit or Department of Transportation","Full Reporter",106621,21,"MB","DO",21,NA,1.2727,NA,0.115,NA,106.163,NA,9.5902,NA,11.07,NA,5.1337,NA,NA,668695,NA,5816354,NA,525416,NA,54787,NA,1132968,NA,689324,NA,"No",NA,NA,NA,NA,NA,NA
"Souris Basin Transit","Minot","ND","8R03-015","8R03-80302","Private-Non-Profit Corporation","Rural Reporter",0,21,"DR","DO",21,NA,2.1087,NA,0.0691,NA,68.5429,NA,2.2459,NA,30.5195,NA,0,NA,NA,135715,NA,1964234,NA,64360,NA,28657,NA,0,NA,388791,NA,"No",NA,NA,NA,NA,NA,NA
"Northern New England Passenger Rail Authority","Portland","ME","1115","10115","Independent Public Agency or Authority of Transit Service","Full Reporter",203914,21,"CR","PT",21,NA,21.1923,NA,0.1246,NA,302.6628,NA,1.7792,NA,170.1093,NA,2.0252,NA,NA,2497783,NA,20049595,NA,117863,NA,66244,NA,9899972,NA,2105053,NA,"No",NA,NA,NA,NA,NA,NA
"Northeast KY Area Development Council","Olive Hill","KY","4R04-014","4R04-41094","Private-Non-Profit Corporation","Rural Reporter",0,21,"DR","DO",21,NA,1.119,NA,0.0316,NA,40.0237,NA,1.1299,NA,35.4223,NA,0,NA,NA,31623,NA,1001033,NA,28260,NA,25011,NA,0,NA,434583,NA,"No",NA,NA,NA,NA,NA,NA
"Midland-Odessa Urban Transit District","Odessa","TX","6097","60097","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",126405,21,"CB","DO",2,NA,1.0724,NA,0.0138,NA,106.2342,NA,1.3699,NA,77.5463,NA,0,NA,NA,10246,NA,740877,NA,9554,NA,6974,NA,0,NA,197556,NA,"No",NA,NA,NA,NA,NA,NA
"Mountain Projects, Inc.","Waynesville","NC","4226","40226","Private-Non-Profit Corporation","Reduced Reporter",280648,21,"MB","DO",2,NA,0.6072,NA,0.0043,NA,117.6963,NA,0.8307,NA,141.6836,NA,0,NA,NA,2297,NA,535989,NA,3783,NA,4554,NA,0,NA,66470,NA,"No",NA,NA,NA,NA,NA,NA
"Cherokee County Board of Commissioners","Canton","GA","4161","40161","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",4515419,21,"MB","DO",2,NA,0.9315,NA,0.0171,NA,96.9051,NA,1.7781,NA,54.4996,NA,0,NA,NA,6546,NA,382969,NA,7027,NA,3952,NA,0,NA,71424,NA,"No",NA,NA,NA,NA,NA,NA
"Mountain Projects, Inc.","Waynesville","NC","4226","40226","Private-Non-Profit Corporation","Reduced Reporter",280648,21,"DR","DO",19,NA,0.2946,NA,0.0071,NA,29.7408,NA,0.7195,NA,41.3333,NA,0,NA,NA,4025,NA,564778,NA,13664,NA,18990,NA,0,NA,243260,NA,"No",NA,NA,NA,NA,NA,NA
"City of Wausau, Wisconsin, dba: Metro Ride","Wausau","WI","5091","50091","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",74632,21,"MB","DO",18,NA,0.3888,NA,0.0354,NA,122.7213,NA,11.1674,NA,10.9892,NA,0,NA,NA,110562,NA,3125098,NA,284378,NA,25465,NA,0,NA,365500,NA,"No",NA,NA,NA,NA,NA,NA
"City of Redondo Beach, dba: Beach Cities Transit","Redondo Beach","CA","9214","90214","City, County or Local Government Unit or Department of Transportation","Full Reporter",12150996,21,"MB","PT",18,NA,0,NA,0,NA,118.93,NA,5.3589,NA,22.1928,NA,6.1647,NA,NA,0,NA,3580387,NA,161331,NA,30105,NA,580792,NA,338829,NA,"No",NA,NA,NA,NA,NA,NA
"Goldsboro-Wayne Transportation Authority","Goldsboro","NC","4132","40132","Independent Public Agency or Authority of Transit Service","Reduced Reporter",61054,21,"DR","DO",16,NA,4.6053,NA,0.1375,NA,50.537,NA,1.5087,NA,33.498,NA,0,NA,NA,170137,NA,1237551,NA,36944,NA,24488,NA,0,NA,390728,NA,"No",NA,NA,NA,NA,NA,NA
"People for People Moses Lake","Yakima","WA","0R03-029","0R03-00287","Private-Non-Profit Corporation","Rural Reporter",0,21,"DR","DO",16,NA,0,NA,0,NA,64.8313,NA,0.564,NA,114.9447,NA,0,NA,NA,0,NA,1004042,NA,8735,NA,15487,NA,0,NA,225261,NA,"No",NA,NA,NA,NA,NA,NA
"Cherokee County Board of Commissioners","Canton","GA","4161","40161","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",4515419,21,"DR","DO",16,NA,2.7554,NA,0.0923,NA,54.4105,NA,1.8224,NA,29.8571,NA,0,NA,NA,64222,NA,695910,NA,23308,NA,12790,NA,0,NA,170292,NA,"No",NA,NA,NA,NA,NA,NA
"Community Connection of Northeast Oregon","La Grande","OR","0R02-012","0R02-00343","Private-Non-Profit Corporation","Rural Reporter",0,21,"DR","DO",15,NA,10.0741,NA,0.1575,NA,64.5859,NA,1.0098,NA,63.9592,NA,0,NA,NA,235664,NA,1496198,NA,23393,NA,23166,NA,0,NA,344417,NA,"No",NA,NA,NA,NA,NA,NA
"Bis-Man Transit Board","Bismarck","ND","8019","80019","Independent Public Agency or Authority of Transit Service","Reduced Reporter",81955,21,"DR","PT",15,NA,2.8964,NA,0.1183,NA,72.9221,NA,2.9777,NA,24.4898,NA,0,NA,NA,249680,NA,2111094,NA,86203,NA,28950,NA,0,NA,392998,NA,"No",NA,NA,NA,NA,NA,NA
"City of Huntington Park","Huntington Park","CA",NA,"90267","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",12150996,21,"DR","TX",14,NA,1,NA,0.0541,NA,85.778,NA,4.642,NA,18.4785,NA,0,NA,NA,23758,NA,439012,NA,23758,NA,5118,NA,0,NA,49741,NA,"No",NA,NA,NA,NA,NA,NA
"County of Mesa, dba: Mesa County","Grand Junction","CO","8016","80016","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",128124,21,"MB","PT",13,NA,0.7932,NA,0.0871,NA,66.5215,NA,7.3027,NA,9.1092,NA,0,NA,NA,302247,NA,3471157,NA,381061,NA,52181,NA,0,NA,792165,NA,"No",NA,NA,NA,NA,NA,NA
"City of Lawton  , dba: Lawton Area Transit System","Lawton","OK","6094","60094","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",94457,21,"MB","DO",13,NA,0.5194,NA,0.0427,NA,84.1417,NA,6.9246,NA,12.1511,NA,0,NA,NA,85570,NA,2001983,NA,164757,NA,23793,NA,0,NA,326030,NA,"No",NA,NA,NA,NA,NA,NA
"Redding Area Bus Authority","Redding","CA","9093","90093","Independent Public Agency or Authority of Transit Service","Full Reporter",117731,21,"MB","PT",13,NA,1.1437,NA,0.0668,NA,120.5459,NA,7.0446,NA,17.1119,NA,3.2256,NA,NA,330887,NA,4950701,NA,289313,NA,41069,NA,1534799,NA,672997,NA,"No",NA,NA,NA,NA,NA,NA
"Midland-Odessa Urban Transit District","Odessa","TX","6097","60097","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",126405,21,"MB","DO",12,NA,0.925,NA,0.0331,NA,106.2341,NA,3.7995,NA,27.9598,NA,0,NA,NA,143660,NA,4342213,NA,155302,NA,40874,NA,0,NA,642597,NA,"No",NA,NA,NA,NA,NA,NA
"Tuolumne County Transit","Sonora","CA","9R02-035","9R02-91057","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,21,"DR","PT",11,NA,0,NA,0,NA,131.8118,NA,2.0513,NA,64.2585,NA,0,NA,NA,0,NA,1604149,NA,24964,NA,12170,NA,0,NA,199538,NA,"No",NA,NA,NA,NA,NA,NA
"County of Hunterdon","Flemington","NJ","2212","20212","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",18351295,21,"DR","PT",11,NA,5e-04,NA,0,NA,84.8146,NA,2.5746,NA,32.9425,NA,0,NA,NA,17,NA,1220058,NA,37036,NA,14385,NA,0,NA,297542,NA,"No",NA,NA,NA,NA,NA,NA
"Medina County Public Transit","Medina","OH","5198","50198","City, County or Local Government Unit or Department of Transportation","Full Reporter",1780673,21,"DR","DO",11,NA,17.3829,NA,0.4885,NA,54.5316,NA,1.5326,NA,35.5822,NA,3.6683,NA,NA,495533,NA,1014342,NA,28507,NA,18601,NA,276518,NA,228996,NA,"No",NA,NA,NA,NA,NA,NA
"Cape Ann Transportation Authority","Gloucester","MA","1053","10053","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,21,"MB","PT",11,NA,0.3464,NA,0.0167,NA,95.2939,NA,4.5815,NA,20.7997,NA,5.3278,NA,NA,45452,NA,2729502,NA,131228,NA,28643,NA,512310,NA,362133,NA,"No",NA,NA,NA,NA,NA,NA
"Tuolumne County Transit","Sonora","CA","9R02-035","9R02-91057","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,21,"MB","PT",10,NA,0,NA,0,NA,134.6243,NA,4.6562,NA,28.9127,NA,0,NA,NA,0,NA,442914,NA,15319,NA,3290,NA,0,NA,38505,NA,"No",NA,NA,NA,NA,NA,NA
"County of Hunterdon","Flemington","NJ","2212","20212","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",18351295,21,"MB","PT",10,NA,1e-04,NA,0,NA,83.5369,NA,2.5868,NA,32.294,NA,0,NA,NA,6,NA,1432240,NA,44350,NA,17145,NA,0,NA,298428,NA,"No",NA,NA,NA,NA,NA,NA
"Cape Ann Transportation Authority","Gloucester","MA","1053","10053","Independent Public Agency or Authority of Transit Service","Full Reporter",4181019,21,"DR","PT",10,NA,1.1212,NA,0.0257,NA,86.1468,NA,1.9762,NA,43.5931,NA,9.4894,NA,NA,21373,NA,830972,NA,19062,NA,9646,NA,87568,NA,116735,NA,"No",NA,NA,NA,NA,NA,NA
"Eaton County Transportation Authority","Charlotte","MI","5R03-028","5R03-50260","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,21,"MB","DO",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA
"Tri-Valley Opportunity Council, Inc.","Crookston","MN","5R04-010","5R04-50353","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,20,"MB","DO",9,NA,0.4287,NA,0.056,NA,17.513,NA,2.2883,NA,7.6532,NA,0,NA,NA,3423,NA,61103,NA,7984,NA,3489,NA,0,NA,76743,NA,"No",NA,NA,NA,NA,NA,NA
"City of Dubuque","Dubuque","IA","7011","70011","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",67818,20,"DR","DO",9,NA,0.7085,NA,0.0211,NA,97.0199,NA,2.8936,NA,33.5288,NA,0,NA,NA,29217,NA,1382728,NA,41240,NA,14252,NA,0,NA,149773,NA,"No",NA,NA,NA,NA,NA,NA
"Eastern Band of Cherokee Indians","Cherokee","NC","4T02","44913","Tribe","Reduced Reporter",0,20,"MB","DO",9,NA,0.3197,NA,0.0117,NA,46.1247,NA,1.6846,NA,27.3803,NA,0,NA,NA,10134,NA,867929,NA,31699,NA,18817,NA,0,NA,237473,NA,"No",NA,NA,NA,NA,NA,NA
"City of Pocatello, dba: Pocatello Regional Transit","Pocatello","ID","22","22","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",69809,20,"MB","DO",9,NA,1.3298,NA,0.1285,NA,58.0981,NA,5.6119,NA,10.3526,NA,0,NA,NA,140980,NA,1097532,NA,106015,NA,18891,NA,0,NA,284854,NA,"No",NA,NA,NA,NA,NA,NA
"Lake Erie Transportation Commission, dba: Lake Erie Transit","Monroe","MI",NA,"50522","Independent Public Agency or Authority of Transit Service","Full Reporter",51240,20,"MB","DO",8,NA,0.5354,NA,0.0307,NA,84.6758,NA,4.8561,NA,17.4369,NA,5.6699,NA,NA,62541,NA,2036877,NA,116814,NA,24055,NA,359244,NA,269050,NA,"No",NA,NA,NA,NA,NA,NA
"The County Commissioners of Caroline County, Maryland","Denton","MD","3R03-027","3R03-30186","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,20,"MB","DO",8,NA,2.8039,NA,0.0809,NA,49.4348,NA,1.4264,NA,34.6563,NA,0,NA,NA,53330,NA,659163,NA,19020,NA,13334,NA,0,NA,281931,NA,"No",NA,NA,NA,NA,NA,NA
"City of Amarillo, dba: Amarillo City Transit","Amarillo","TX","6001","60001","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",196651,20,"DR","DO",8,NA,0.4369,NA,0.0108,NA,85.5637,NA,2.1231,NA,40.3009,NA,0,NA,NA,17478,NA,1612276,NA,40006,NA,18843,NA,0,NA,287763,NA,"No",NA,NA,NA,NA,NA,NA
"Fond du Lac, Wisconsin , dba: Fond du Lac Area Transit","Fond Du Lac","WI","5171","50171","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",54901,20,"MB","DO",7,NA,0.9901,NA,0.056,NA,113.6124,NA,6.4238,NA,17.686,NA,0,NA,NA,78468,NA,1401636,NA,79251,NA,12337,NA,0,NA,150224,NA,"No",NA,NA,NA,NA,NA,NA
"Fond du Lac, Wisconsin , dba: Fond du Lac Area Transit","Fond Du Lac","WI","5171","50171","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",54901,20,"DR","TX",7,NA,3.5687,NA,0.3878,NA,46.1432,NA,5.0136,NA,9.2035,NA,0,NA,NA,28860,NA,74429,NA,8087,NA,1613,NA,0,NA,32203,NA,"No",NA,NA,NA,NA,NA,NA
"Manchester Transit Authority","Manchester","NH","1002","10002","Independent Public Agency or Authority of Transit Service","Reduced Reporter",158377,20,"DR","DO",6,NA,0.7945,NA,0.0069,NA,101.4408,NA,0.8825,NA,114.9474,NA,0,NA,NA,9679,NA,1400289,NA,12182,NA,13804,NA,0,NA,126884,NA,"No",NA,NA,NA,NA,NA,NA
"City of Columbia, dba: Go COMO","Columbia","MO","7016","70016","City, County or Local Government Unit or Department of Transportation","Full Reporter",124748,20,"DR","DO",6,NA,1.7495,NA,0.0393,NA,106.1303,NA,2.3865,NA,44.4716,NA,12.2349,NA,NA,60552,NA,1539208,NA,34611,NA,14503,NA,125805,NA,171934,NA,"No",NA,NA,NA,NA,NA,NA
"City of Sheboygan, dba: Shoreline Metro","Sheboygan","WI","5088","50088","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",71313,20,"DR","DO",5,NA,7.003,NA,0.2101,NA,71.4298,NA,2.1429,NA,33.333,NA,0,NA,NA,149633,NA,712227,NA,21367,NA,9971,NA,0,NA,124839,NA,"No",NA,NA,NA,NA,NA,NA
"City of Santa Maria, dba: Santa Maria Area Transit","Santa Maria","CA","9087","90087","City, County or Local Government Unit or Department of Transportation","Full Reporter",130447,20,"DR","PT",5,NA,0,NA,0,NA,97.0381,NA,2.9724,NA,32.6467,NA,3.9353,NA,NA,0,NA,491692,NA,15061,NA,5067,NA,124944,NA,81787,NA,"No",NA,NA,NA,NA,NA,NA
"Fond du Lac, Wisconsin , dba: Fond du Lac Area Transit","Fond Du Lac","WI","5171","50171","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",54901,20,"DR","PT",5,NA,5.6143,NA,0.1162,NA,52.7605,NA,1.0919,NA,48.3212,NA,0,NA,NA,31895,NA,274513,NA,5681,NA,5203,NA,0,NA,43756,NA,"No",NA,NA,NA,NA,NA,NA
"Central West Virginia Transit Authority","Clarksburg","WV","3R05-014","3R05-30119","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,20,"DR","DO",5,NA,0.4579,NA,0.0074,NA,55.406,NA,0.8993,NA,61.6107,NA,0,NA,NA,1570,NA,211263,NA,3429,NA,3813,NA,0,NA,45418,NA,"No",NA,NA,NA,NA,NA,NA
"Flint Hills Area Transportation Agency, Inc, dba: ATABUS","Manhattan","KS","7053","70053","Private-Non-Profit Corporation","Reduced Reporter",54622,20,"DR","DO",5,NA,1.3377,NA,0.0421,NA,74.7991,NA,2.354,NA,31.7751,NA,0,NA,NA,20298,NA,482155,NA,15174,NA,6446,NA,0,NA,84957,NA,"No",NA,NA,NA,NA,NA,NA
"Lancaster Public Transit System","Lancaster","OH","5R05-057","5R05-50406","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,20,"MB","DO",5,NA,0.389,NA,0.0123,NA,118.9709,NA,3.7666,NA,31.5862,NA,0,NA,NA,11240,NA,912745,NA,28897,NA,7672,NA,0,NA,92441,NA,"No",NA,NA,NA,NA,NA,NA
"City of Claremont, dba: Claremont Dial-a-Ride","Claremont","CA","9296","90296","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",12150996,20,"DR","PT",5,NA,0,NA,0,NA,234.2407,NA,2.9074,NA,80.5669,NA,0,NA,NA,0,NA,25298,NA,314,NA,108,NA,0,NA,422,NA,"No",NA,NA,NA,NA,NA,NA
