"Name","City","State","Legacy NTD ID","NTD ID","Organization Type","NTD Reporter Type","Primary UZA Population","Agency VOMS","Mode","Type of Service","Mode VOMS","Mode VOMS Questionable","Max Trains in Operation","Max Trains in Operation Questionable","Average Speed (mi/hr)","Average Speed (mi/hr) Questionable","Average Passenger Trip Length (mi)","Average Passenger Trip Length (mi) Questionable","Passengers per Hour","Passengers per Hour Questionable","Scheduled Vehicle Revenue Miles","Scheduled Vehicle Revenue Miles Questionable","Vehicle Miles","Vehicle Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Deadhead Miles","Deadhead Miles Questionable","Vehicle Hours","Vehicle Hours Questionable","Vehicle  
Revenue  
Hours","Vehicle Revenue Hours Questionable","Deadhead Hours","Deadhead Hours Questionable","Train Miles","Train Miles Questionable","Train  
Revenue 
Miles","Train Revenue Miles Questionable","Train Hours","Train Hours Questionable","Train  
Revenue  
Hours","Train Revenue Hours Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Passenger Miles","Passenger Miles Questionable","Directional Route Miles","Directional Route Miles Questionable","Any data questionable","...51","...52","...53","...54","...55","...56","...57","1","...59","...60","...61","...62","...63","...64"
"Asotin County PTBA","Clarkston","WA","51","51","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",51924,12,"VP","DO",7,NA,0,NA,37.0282,NA,0,NA,6.9582,NA,0,NA,0,NA,103679,NA,0,NA,0,NA,2800,NA,0,NA,0,NA,0,NA,0,NA,0,NA,19483,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Beaver Dam","Beaver Dam","WI","5R06-010","5R06-50466","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"DT","PT",12,NA,0,NA,11.2569,NA,0,NA,3.5526,NA,0,NA,0,NA,432221,NA,0,NA,0,NA,38396,NA,0,NA,0,NA,0,NA,0,NA,0,NA,136405,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southern Indiana Transit System","Corydon","IN","5R02-031","5R02-50347","Private-Non-Profit Corporation","Rural Reporter",0,12,"MB","DO",4,NA,0,NA,22.8401,NA,0,NA,2.8852,NA,0,NA,0,NA,102255,NA,0,NA,0,NA,4477,NA,0,NA,0,NA,0,NA,0,NA,0,NA,12917,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senior Citizens of Sweet Home, Inc.","Sweet Home","OR","0R02-059","0R02-00348","Private-Non-Profit Corporation","Rural Reporter",0,12,"DR","DO",5,NA,0,NA,15.3562,NA,0,NA,3.1248,NA,0,NA,0,NA,121544,NA,0,NA,0,NA,7915,NA,0,NA,0,NA,0,NA,0,NA,0,NA,24733,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shoshone-Bannock Tribes","Fort Hall","ID","0T31","31","Tribe","Reduced Reporter",0,12,"MB","DO",12,NA,0,NA,12.0048,NA,0,NA,2.2755,NA,0,NA,0,NA,140456,NA,0,NA,0,NA,11700,NA,0,NA,0,NA,0,NA,0,NA,0,NA,26623,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Delaware County Transit Board","Delaware","OH","5199","50199","Independent Public Agency or Authority of Transit Service","Full Reporter",1368035,12,"MB","DO",7,NA,0,NA,13.7625,NA,12.6786,NA,3.3966,NA,260946,NA,267386,NA,249899,NA,17487,NA,19739,NA,18158,NA,1581,NA,0,NA,0,NA,0,NA,0,NA,61676,NA,781966,NA,89.7,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peoria County","Peoria","IL","5R01-016","5R01-50312","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"DR","DO",12,NA,0,NA,23.56,NA,0,NA,1.4232,NA,0,NA,0,NA,397599,NA,0,NA,0,NA,16876,NA,0,NA,0,NA,0,NA,0,NA,0,NA,24018,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glen-wood, Inc.","Plentywood","MT","8R02-025","8R02-80254","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"DR","DO",12,NA,0,NA,11.1116,NA,0,NA,4.4701,NA,0,NA,0,NA,101527,NA,0,NA,0,NA,9137,NA,0,NA,0,NA,0,NA,0,NA,0,NA,40843,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tuscaloosa County Parking and Transit Authority","Tuscaloosa","AL","4045","40045","Independent Public Agency or Authority of Transit Service","Reduced Reporter",139114,12,"MB","DO",7,NA,0,NA,16.1879,NA,0,NA,15.9711,NA,0,NA,0,NA,299817,NA,0,NA,0,NA,18521,NA,0,NA,0,NA,0,NA,0,NA,0,NA,295801,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Independence","Independence","MO","7046","70046","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",1519417,12,"MB","PT",5,NA,0,NA,13.8584,NA,0,NA,16.039,NA,0,NA,0,NA,233334,NA,0,NA,0,NA,16837,NA,0,NA,0,NA,0,NA,0,NA,0,NA,270048,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Glendora","Glendora","CA",NA,"90266","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",12150996,12,"MB","PT",3,NA,0,NA,12.7762,NA,0,NA,5.1895,NA,0,NA,0,NA,81576,NA,0,NA,0,NA,6385,NA,0,NA,0,NA,0,NA,0,NA,0,NA,33135,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Webb County Community Action Agency","Laredo","TX","6R05-018","6R05-60185","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"DR","DO",2,NA,0,NA,8.0199,NA,0,NA,0.8708,NA,0,NA,0,NA,18558,NA,0,NA,0,NA,2314,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2015,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Midland Dial-A-Ride","Midland","MI","5207","50207","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",59014,12,"DR","DO",12,NA,0,NA,15.3737,NA,0,NA,3.9866,NA,0,NA,0,NA,432970,NA,0,NA,0,NA,28163,NA,0,NA,0,NA,0,NA,0,NA,0,NA,112274,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cumberland County","Fayetteville","NC","4223","40223","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",310282,12,"DR","PT",12,NA,0,NA,31.0089,NA,0,NA,2.6627,NA,0,NA,0,NA,366463,NA,0,NA,0,NA,11818,NA,0,NA,0,NA,0,NA,0,NA,0,NA,31468,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Curry County Public Transit Service District","Gold Beach","OR","0R02-029","0R02-00308","Private Provider Reporting on Behalf of a Public Entity","Rural Reporter",0,12,"MB","DO",7,NA,0,NA,28.1042,NA,0,NA,1.9323,NA,0,NA,0,NA,192907,NA,0,NA,0,NA,6864,NA,0,NA,0,NA,0,NA,0,NA,0,NA,13263,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valley Transit District","Derby","CT","1042","10042","Independent Public Agency or Authority of Transit Service","Full Reporter",923311,12,"DR","DO",12,NA,0,NA,15.1228,NA,6.9008,NA,3.6817,NA,0,NA,303122,NA,269790,NA,33332,NA,19201,NA,17840,NA,1361,NA,0,NA,0,NA,0,NA,0,NA,65682,NA,453260,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hinds County Human Resource Agency","Jackson","MS","4R05-005","4R05-40955","Private-Non-Profit Corporation","Rural Reporter",0,12,"DR","DO",12,NA,0,NA,32.7749,NA,0,NA,3.2477,NA,0,NA,0,NA,378911,NA,0,NA,0,NA,11561,NA,0,NA,0,NA,0,NA,0,NA,0,NA,37547,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asotin County PTBA","Clarkston","WA","51","51","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",51924,12,"MB","DO",3,NA,0,NA,15.692,NA,0,NA,5.505,NA,0,NA,0,NA,163683,NA,0,NA,0,NA,10431,NA,0,NA,0,NA,0,NA,0,NA,0,NA,57423,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southern Indiana Transit System","Corydon","IN","5R02-031","5R02-50347","Private-Non-Profit Corporation","Rural Reporter",0,12,"DR","DO",8,NA,0,NA,24.5937,NA,0,NA,2.1387,NA,0,NA,0,NA,213842,NA,0,NA,0,NA,8695,NA,0,NA,0,NA,0,NA,0,NA,0,NA,18596,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senior Citizens of Sweet Home, Inc.","Sweet Home","OR","0R02-059","0R02-00348","Private-Non-Profit Corporation","Rural Reporter",0,12,"CB","DO",7,NA,0,NA,22.5729,NA,0,NA,6.0546,NA,0,NA,0,NA,184037,NA,0,NA,0,NA,8153,NA,0,NA,0,NA,0,NA,0,NA,0,NA,49363,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Round Rock","Round Rock","TX","6125","60125","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",1362416,12,"MB","PT",6,NA,0,NA,15.6966,NA,0,NA,5.3578,NA,0,NA,0,NA,18161,NA,0,NA,0,NA,1157,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6199,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Delaware County Transit Board","Delaware","OH","5199","50199","Independent Public Agency or Authority of Transit Service","Full Reporter",1368035,12,"DR","DO",5,NA,0,NA,17.7354,NA,8.7645,NA,1.4214,NA,0,NA,244878,NA,207788,NA,37090,NA,13470,NA,11716,NA,1754,NA,0,NA,0,NA,0,NA,0,NA,16653,NA,145956,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brunswick Transit System Inc.","Bolivia","NC","4R06-011","4R06-41058","Private-Non-Profit Corporation","Rural Reporter",0,12,"DR","DO",12,NA,0,NA,30.2979,NA,0,NA,3.1743,NA,0,NA,0,NA,509277,NA,0,NA,0,NA,16809,NA,0,NA,0,NA,0,NA,0,NA,0,NA,53357,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ketchikan Gateway Borough","Ketchikan","AK","0R04-004","0R04-00358","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"MB","DO",6,NA,0,NA,16.0168,NA,0,NA,22.8266,NA,0,NA,0,NA,298184,NA,0,NA,0,NA,18617,NA,0,NA,0,NA,0,NA,0,NA,0,NA,424963,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tuscaloosa County Parking and Transit Authority","Tuscaloosa","AL","4045","40045","Independent Public Agency or Authority of Transit Service","Reduced Reporter",139114,12,"DR","DO",5,NA,0,NA,12.4335,NA,0,NA,1.4852,NA,0,NA,0,NA,120344,NA,0,NA,0,NA,9679,NA,0,NA,0,NA,0,NA,0,NA,0,NA,14375,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bond County","Greenville","IL","5R01-001","5R01-50221","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"DR","DO",12,NA,0,NA,27.8229,NA,0,NA,4.533,NA,0,NA,0,NA,258642,NA,0,NA,0,NA,9296,NA,0,NA,0,NA,0,NA,0,NA,0,NA,42139,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Independence","Independence","MO","7046","70046","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",1519417,12,"DR","PT",7,NA,0,NA,12.8422,NA,0,NA,2.2084,NA,0,NA,0,NA,136140,NA,0,NA,0,NA,10601,NA,0,NA,0,NA,0,NA,0,NA,0,NA,23411,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Region Six Planning Commission/PeopleRides","Marshalltown","IA","7R01-006","7R01-70219","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,12,"DR","DO",12,NA,0,NA,14.4472,NA,0,NA,2.3332,NA,0,NA,0,NA,303666,NA,0,NA,0,NA,21019,NA,0,NA,0,NA,0,NA,0,NA,0,NA,49042,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Glendora","Glendora","CA",NA,"90266","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",12150996,12,"DR","PT",9,NA,0,NA,9.4813,NA,0,NA,2.639,NA,0,NA,0,NA,99573,NA,0,NA,0,NA,10502,NA,0,NA,0,NA,0,NA,0,NA,0,NA,27715,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ogemaw County Public Transportation","West Branch","MI","5R03-056","5R03-50344","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"DR","DO",12,NA,0,NA,16.8758,NA,0,NA,3.0062,NA,0,NA,0,NA,289875,NA,0,NA,0,NA,17177,NA,0,NA,0,NA,0,NA,0,NA,0,NA,51637,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stanly County","Albemarle","NC","4R06-045","4R06-41181","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"DR","DO",12,NA,0,NA,16.4616,NA,0,NA,2.5056,NA,0,NA,0,NA,307469,NA,0,NA,0,NA,18678,NA,0,NA,0,NA,0,NA,0,NA,0,NA,46799,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carteret County","Morehead City","NC","4R06-012","4R06-40944","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"MB","DO",1,NA,0,NA,19.1438,NA,0,NA,4.2648,NA,0,NA,0,NA,57910,NA,0,NA,0,NA,3025,NA,0,NA,0,NA,0,NA,0,NA,0,NA,12901,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Liberty County Board of County Commissioners","Bristol","FL","4R02-021","4R02-40923","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"DR","DO",12,NA,0,NA,14.7069,NA,0,NA,1.3997,NA,0,NA,0,NA,345436,NA,0,NA,0,NA,23488,NA,0,NA,0,NA,0,NA,0,NA,0,NA,32877,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Choanoke Public Transportation Authority","Rich Square","NC","4R06-060","4R06-41131","Private-Non-Profit Corporation","Rural Reporter",0,12,"DR","DO",12,NA,0,NA,22.3056,NA,0,NA,2.2528,NA,0,NA,0,NA,665533,NA,0,NA,0,NA,29837,NA,0,NA,0,NA,0,NA,0,NA,0,NA,67217,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Springfield City Area Transit","Springfield","OH","5020","50020","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",85256,12,"MB","PT",9,NA,0,NA,13.0726,NA,0,NA,10.4342,NA,0,NA,0,NA,224771,NA,0,NA,0,NA,17194,NA,0,NA,0,NA,0,NA,0,NA,0,NA,179406,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Porterville","Porterville","CA","9198","90198","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",70272,12,"MB","PT",9,NA,0,NA,13.9864,NA,0,NA,12.3632,NA,0,NA,0,NA,701880,NA,0,NA,0,NA,50183,NA,0,NA,0,NA,0,NA,0,NA,0,NA,620420,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boone County Council on Aging","Belvidere","IL","5194","50194","Private-Non-Profit Corporation","Reduced Reporter",296863,12,"DR","DO",12,NA,0,NA,15.4118,NA,0,NA,2.4493,NA,0,NA,0,NA,184788,NA,0,NA,0,NA,11990,NA,0,NA,0,NA,0,NA,0,NA,0,NA,29367,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walker County","Chickamauga","GA","4R03-013","4R03-41171","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"DR","DO",12,NA,0,NA,23.4742,NA,0,NA,1.3352,NA,0,NA,0,NA,498193,NA,0,NA,0,NA,21223,NA,0,NA,0,NA,0,NA,0,NA,0,NA,28336,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"James River Senior Citizens Center, Inc.","Jamestown","ND","8R03-007","8R03-80124","Private-Non-Profit Corporation","Rural Reporter",0,12,"DR","DO",12,NA,0,NA,11.4954,NA,0,NA,3.6724,NA,0,NA,0,NA,173040,NA,0,NA,0,NA,15053,NA,0,NA,0,NA,0,NA,0,NA,0,NA,55280,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hernando County Board of County Commissioners","Brooksville","FL","4146","40146","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",148220,12,"MB","PT",7,NA,0,NA,18.9693,NA,0,NA,5.9231,NA,0,NA,0,NA,403876,NA,0,NA,0,NA,21291,NA,0,NA,0,NA,0,NA,0,NA,0,NA,126109,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tangipahoa Voluntary Council on Aging","Amite","LA","6R02-025","60196","Area Agency on Aging","Reduced Reporter",67629,12,"DR","DO",12,NA,0,NA,18.7879,NA,0,NA,1.3552,NA,0,NA,0,NA,502689,NA,0,NA,0,NA,26756,NA,0,NA,0,NA,0,NA,0,NA,0,NA,36261,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Round Rock","Round Rock","TX","6125","60125","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",1362416,12,"DR","PT",6,NA,0,NA,10.2052,NA,0,NA,1.4766,NA,0,NA,0,NA,102287,NA,0,NA,0,NA,10023,NA,0,NA,0,NA,0,NA,0,NA,0,NA,14800,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elko County","Elko","NV","9R04-032","9R04-91061","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"MB","DO",6,NA,0,NA,13.4225,NA,0,NA,2.4446,NA,0,NA,0,NA,52898,NA,0,NA,0,NA,3941,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9634,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ketchikan Gateway Borough","Ketchikan","AK","0R04-004","0R04-00358","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"DR","PT",6,NA,0,NA,8.5764,NA,0,NA,2.1748,NA,0,NA,0,NA,77994,NA,0,NA,0,NA,9094,NA,0,NA,0,NA,0,NA,0,NA,0,NA,19778,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asotin County PTBA","Clarkston","WA","51","51","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",51924,12,"DR","DO",2,NA,0,NA,10.5638,NA,0,NA,2.2416,NA,0,NA,0,NA,36857,NA,0,NA,0,NA,3489,NA,0,NA,0,NA,0,NA,0,NA,0,NA,7821,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monroe Bus Corporation","Brooklyn","NY","2137","20137","Private-For-Profit Corporation","Full Reporter",423566,12,"CB","DO",12,NA,0,NA,36.686,NA,57.9582,NA,16.7347,NA,689174,NA,705122,NA,679571,NA,25551,NA,19772,NA,18524,NA,1248,NA,0,NA,0,NA,0,NA,0,NA,309993,NA,17966636,NA,139.1,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitt Area Transit System","Greenville","NC","4220","40220","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",117798,12,"DR","DO",12,NA,0,NA,15.8523,NA,0,NA,1.6774,NA,0,NA,0,NA,380630,NA,0,NA,0,NA,24011,NA,0,NA,0,NA,0,NA,0,NA,0,NA,40275,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Columbus County","Whiteville","NC","4R06-013","4R06-41172","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"DR","PT",12,NA,0,NA,26.1704,NA,0,NA,1.6012,NA,0,NA,0,NA,571796,NA,0,NA,0,NA,21849,NA,0,NA,0,NA,0,NA,0,NA,0,NA,34984,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carteret County","Morehead City","NC","4R06-012","4R06-40944","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"DR","DO",11,NA,0,NA,15.7521,NA,0,NA,2.2631,NA,0,NA,0,NA,432143,NA,0,NA,0,NA,27434,NA,0,NA,0,NA,0,NA,0,NA,0,NA,62086,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Avery County Transportation Authority","Newland","NC","4R06-002","4R06-41130","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"DR","DO",12,NA,0,NA,18.4074,NA,0,NA,1.3247,NA,0,NA,0,NA,362056,NA,0,NA,0,NA,19669,NA,0,NA,0,NA,0,NA,0,NA,0,NA,26056,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Webb County Community Action Agency","Laredo","TX","6R05-018","6R05-60185","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"MB","DO",10,NA,0,NA,16.237,NA,0,NA,5.8319,NA,0,NA,0,NA,190898,NA,0,NA,0,NA,11757,NA,0,NA,0,NA,0,NA,0,NA,0,NA,68566,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Springfield City Area Transit","Springfield","OH","5020","50020","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",85256,12,"DR","PT",3,NA,0,NA,17.624,NA,0,NA,4.5024,NA,0,NA,0,NA,21607,NA,0,NA,0,NA,1226,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5520,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monroe County Public Transportation","Woodsfield","OH","5R05-063","5R05-50293","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"DR","DO",12,NA,0,NA,16.5787,NA,0,NA,2.2991,NA,0,NA,0,NA,265657,NA,0,NA,0,NA,16024,NA,0,NA,0,NA,0,NA,0,NA,0,NA,36840,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Porterville","Porterville","CA","9198","90198","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",70272,12,"DR","PT",3,NA,0,NA,16.4664,NA,0,NA,4.396,NA,0,NA,0,NA,39256,NA,0,NA,0,NA,2384,NA,0,NA,0,NA,0,NA,0,NA,0,NA,10480,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders County Council on Aging","Hot Springs","MT","8R02-016","8R02-80164","Private-Non-Profit Corporation","Rural Reporter",0,12,"DR","DO",12,NA,0,NA,17.8434,NA,0,NA,1.8739,NA,0,NA,0,NA,143300,NA,0,NA,0,NA,8031,NA,0,NA,0,NA,0,NA,0,NA,0,NA,15049,NA,0,NA,0,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alma-Dial-A-Ride","Alma","MI","5R03-004","5R03-50492","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"DR","DO",12,NA,0,NA,14.0787,NA,0,NA,5.1276,NA,0,NA,0,NA,146869,NA,0,NA,0,NA,10432,NA,0,NA,0,NA,0,NA,0,NA,0,NA,53491,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Curry County Public Transit Service District","Gold Beach","OR","0R02-029","0R02-00308","Private Provider Reporting on Behalf of a Public Entity","Rural Reporter",0,12,"DR","DO",5,NA,0,NA,11.9889,NA,0,NA,3.5021,NA,0,NA,0,NA,51792,NA,0,NA,0,NA,4320,NA,0,NA,0,NA,0,NA,0,NA,0,NA,15129,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEMCAC","Rushford","MN","5R04-033","5R04-50428","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,11,"DR","DO",11,NA,0,NA,12.1745,NA,0,NA,2.9312,NA,0,NA,0,NA,234652,NA,0,NA,0,NA,19274,NA,0,NA,0,NA,0,NA,0,NA,0,NA,56495,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greenville Area Transit","Greenville","NC","4095","40095","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",117798,11,"MB","DO",6,NA,0,NA,14.5238,NA,0,NA,18.3684,NA,0,NA,0,NA,309416,NA,0,NA,0,NA,21304,NA,0,NA,0,NA,0,NA,0,NA,0,NA,391320,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Municipality of Bayamon","Bayamon","PR","4137","40137","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,11,"DR","DO",2,NA,0,NA,8.1175,NA,0,NA,2.3708,NA,0,NA,0,NA,16024,NA,0,NA,0,NA,1974,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4680,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Autonomous Municipality of Ponce","Ponce","PR","4234","40234","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",149539,11,"MB","DO",8,NA,0,NA,8.6293,NA,0,NA,39.9924,NA,0,NA,0,NA,141451,NA,0,NA,0,NA,16392,NA,0,NA,0,NA,0,NA,0,NA,0,NA,655555,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
