"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","Reporter Type","Primary UZA Population","Agency Voms","Modes","Facility Type","Pre1940","1940's","1950's","1960's","1970's","1980's","1990's","2000's","2010's","2020's","Total Facilities"
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle","Durham","NC","4108","40108","Independent Public Agency or Authority of Transit Service","Full Reporter",347602,91,"DR, MB","Other, Passenger or Parking (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle","Durham","NC","4108","40108","Independent Public Agency or Authority of Transit Service","Full Reporter",347602,91,"DR, MB, VP","General Purpose Maintenance Facility/Depot",0,0,0,0,0,0,0,1,0,0,1
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle","Durham","NC","4108","40108","Independent Public Agency or Authority of Transit Service","Full Reporter",347602,91,"MB","Administrative Office / Sales Office",0,0,0,0,0,1,0,0,0,0,1
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle","Durham","NC","4108","40108","Independent Public Agency or Authority of Transit Service","Full Reporter",347602,91,"MB","Bus Transfer Center",0,0,0,0,0,0,0,1,2,0,3
"Charleston Area Regional Transportation Authority","North Charleston","SC","4110","40110","Independent Public Agency or Authority of Transit Service","Full Reporter",548404,77,"CB, DR, MB","Maintenance Facility (Service and Inspection)",0,0,0,0,0,1,0,0,0,0,1
"Charleston Area Regional Transportation Authority","North Charleston","SC","4110","40110","Independent Public Agency or Authority of Transit Service","Full Reporter",548404,77,"CB, MB","Surface Parking Lot",0,0,0,0,0,0,0,0,1,0,1
"Charleston Area Regional Transportation Authority","North Charleston","SC","4110","40110","Independent Public Agency or Authority of Transit Service","Full Reporter",548404,77,"MB","Bus Transfer Center",0,0,0,0,0,0,1,0,1,0,2
"City of San Juan","San Juan","PR","4112","40112","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,0,"MB","Bus Transfer Center",0,0,0,0,0,3,0,0,1,0,4
"Municipality of Aguada","Aguada","PR","4114","40114","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",306196,0,"MB","Bus Transfer Center",0,0,0,0,0,0,1,0,0,0,1
"Municipality of Caguas , dba: Autonomous Municipality of Caguas","Caguas","PR","4115","40115","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,26,"DR, MB","Bus Transfer Center",0,0,0,0,1,0,0,0,0,0,1
"Municipality of Vega Baja","Vega Baja","PR","4117","40117","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,8,"DR, MB","Bus Transfer Center",0,0,0,0,0,0,0,1,0,0,1
"Municipality of Vega Baja","Vega Baja","PR","4117","40117","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,8,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"Municipality of Vega Baja","Vega Baja","PR","4117","40117","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,8,"DR, MB","Parking Structure",0,0,0,0,0,0,1,0,0,0,1
"Municipality of Vega Baja","Vega Baja","PR","4117","40117","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,8,"MB","Bus Transfer Center",0,0,0,0,0,0,1,0,0,0,1
"City of Ocala, Florida, dba: SunTran","Ocala","FL","4120","40120","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",156909,9,"MB","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,1,0,0,0,1
"Municipality of Hormigueros","Hormigueros","PR","4121","40121","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",109572,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Municipality of Cayey","Cayey","PR","4122","40122","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,6,"DR, MB","Bus Transfer Center",0,0,0,0,0,0,0,1,0,0,1
"Municipality of Cayey","Cayey","PR","4122","40122","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,6,"DR, MB","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,1,0,0,0,1
"Municipality of Cayey","Cayey","PR","4122","40122","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,6,"MB","Bus Transfer Center",0,0,0,0,0,1,0,0,0,0,1
"Municipality of Gurabo","Gurabo","PR","4123","40123","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,4,"DR, MB","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,0,1,0,1
"Municipality of Gurabo","Gurabo","PR","4123","40123","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,4,"MB","Parking Structure",0,0,0,0,0,1,0,0,0,0,1
"Municipality of Cidra","Cidra","PR","4124","40124","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,0,"DR, MB","Other, Passenger or Parking (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"Municipality of Carolina","Carolina","PR","4125","40125","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,26,"DR, MB","Bus Transfer Center",0,0,0,0,0,1,0,1,0,0,2
"Municipality of Carolina","Carolina","PR","4125","40125","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,26,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,1,0,0,0,1
"Municipality of Humacao, dba: Sistema de Transporte Colectivo de Humacao","Humacao","PR","4126","40126","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,1,"DR, MB","Bus Transfer Center",0,0,0,0,0,0,1,0,0,0,1
"Municipality of Humacao, dba: Sistema de Transporte Colectivo de Humacao","Humacao","PR","4126","40126","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,1,"MB","Bus Transfer Center",0,0,0,0,0,0,1,0,0,0,1
"Municipality of Humacao, dba: Sistema de Transporte Colectivo de Humacao","Humacao","PR","4126","40126","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,1,"MB","General Purpose Maintenance Facility/Depot",0,0,0,0,0,0,0,0,1,0,1
"Okaloosa County Board of County Commissioners, dba: Emerald Coast Rider","Crestview","FL","4128","40128","City, County or Local Government Unit or Department of Transportation","Full Reporter",191917,42,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"Charlotte County Government, dba: Charlotte County Transit Division","Port Charlotte","FL","4129","40129","City, County or Local Government Unit or Department of Transportation","Full Reporter",169541,17,"DR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,0,1,0,1
"Charlotte County Government, dba: Charlotte County Transit Division","Port Charlotte","FL","4129","40129","City, County or Local Government Unit or Department of Transportation","Full Reporter",169541,17,"DR","Surface Parking Lot",0,0,0,0,0,0,0,0,1,0,1
"Charlotte County Government, dba: Charlotte County Transit Division","Port Charlotte","FL","4129","40129","City, County or Local Government Unit or Department of Transportation","Full Reporter",169541,17,"DR","Vehicle Washing Facility",0,0,0,0,0,0,0,0,1,0,1
"Macon-Bibb County Transit Authority, dba: Public Bus Transportation","Macon","GA","4130","40130","Independent Public Agency or Authority of Transit Service","Reduced Reporter",137570,29,"MB","Bus Transfer Center",1,0,0,0,0,0,0,0,0,0,1
"Macon-Bibb County Transit Authority, dba: Public Bus Transportation","Macon","GA","4130","40130","Independent Public Agency or Authority of Transit Service","Reduced Reporter",137570,29,"MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"Davidson County , dba: Davidson County Transportation","Lexington","NC","4131","40131","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",166485,27,"DR, MB","Other, Administrative & Maintenance (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"Goldsboro-Wayne Transportation Authority","Goldsboro","NC","4132","40132","Independent Public Agency or Authority of Transit Service","Reduced Reporter",61054,21,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Goldsboro-Wayne Transportation Authority","Goldsboro","NC","4132","40132","Independent Public Agency or Authority of Transit Service","Reduced Reporter",61054,21,"DR, MB","Bus Transfer Center",0,0,0,0,0,0,0,0,1,0,1
"Guilford County , dba: Guilford County Transportation & Mobility Services","Greensboro","NC","4133","40133","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",311810,21,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Municipality of Bayamon","Bayamon","PR","4137","40137","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,12,"MB","Bus Transfer Center",0,0,0,0,0,2,0,0,1,0,3
"Gwinnett County Board of Commissioners, dba: Gwinnett County Transit","Lawrenceville","GA","4138","40138","City, County or Local Government Unit or Department of Transportation","Full Reporter",4515419,65,"CB","Surface Parking Lot",0,0,0,0,0,0,0,1,0,0,1
"Gwinnett County Board of Commissioners, dba: Gwinnett County Transit","Lawrenceville","GA","4138","40138","City, County or Local Government Unit or Department of Transportation","Full Reporter",4515419,65,"CB, MB","Surface Parking Lot",0,0,0,0,0,1,0,0,1,0,2
"Gwinnett County Board of Commissioners, dba: Gwinnett County Transit","Lawrenceville","GA","4138","40138","City, County or Local Government Unit or Department of Transportation","Full Reporter",4515419,65,"MB","Bus Transfer Center",0,0,0,0,0,0,0,1,0,0,1
"Collier County, dba: Collier Area Transit","Naples","FL","4140","40140","City, County or Local Government Unit or Department of Transportation","Full Reporter",310298,43,"DR, MB","Bus Transfer Center",0,0,0,0,0,0,0,0,2,0,2
"Collier County, dba: Collier Area Transit","Naples","FL","4140","40140","City, County or Local Government Unit or Department of Transportation","Full Reporter",310298,43,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"Collier County, dba: Collier Area Transit","Naples","FL","4140","40140","City, County or Local Government Unit or Department of Transportation","Full Reporter",310298,43,"DR, MB","Vehicle Fueling Facility",0,0,0,0,0,0,0,0,1,0,1
"Collier County, dba: Collier Area Transit","Naples","FL","4140","40140","City, County or Local Government Unit or Department of Transportation","Full Reporter",310298,43,"DR, MB","Vehicle Washing Facility",0,0,0,0,0,0,0,0,1,0,1
"Central Midlands Regional Transportation Authority, dba: The COMET","Columbia","SC","4141","40141","Independent Public Agency or Authority of Transit Service","Full Reporter",549777,111,"CB, DR, MB","Bus Transfer Center",0,0,0,0,0,0,1,0,0,0,1
"Central Midlands Regional Transportation Authority, dba: The COMET","Columbia","SC","4141","40141","Independent Public Agency or Authority of Transit Service","Full Reporter",549777,111,"CB, DR, MB","Other, Administrative & Maintenance (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"Central Midlands Regional Transportation Authority, dba: The COMET","Columbia","SC","4141","40141","Independent Public Agency or Authority of Transit Service","Full Reporter",549777,111,"CB, DR, MB","Vehicle Fueling Facility",0,0,0,0,0,0,0,1,0,0,1
"Central Midlands Regional Transportation Authority, dba: The COMET","Columbia","SC","4141","40141","Independent Public Agency or Authority of Transit Service","Full Reporter",549777,111,"CB, DR, MB","Vehicle Washing Facility",0,0,0,0,0,0,0,1,0,0,1
"Town of Cary, dba: GoCary","Cary","NC","4143","40143","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",884891,24,"MB","Bus Transfer Center",0,0,0,0,0,0,1,0,0,0,1
"City of Gainesville, dba: Hall Area Transit","Gainesville","GA","4144","40144","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",130846,25,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,1,0,0,1
"City of Gainesville, dba: Hall Area Transit","Gainesville","GA","4144","40144","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",130846,25,"DR, MB","Bus Transfer Center",0,0,0,0,0,0,0,1,0,0,1
"Municipality of Manati","Manati","PR","4145","40145","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,7,"DR","Bus Transfer Center",0,0,0,0,0,1,0,0,0,0,1
"Municipality of Manati","Manati","PR","4145","40145","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,7,"DR","Parking Structure",0,0,0,0,0,1,0,0,0,0,1
"Municipality of Manati","Manati","PR","4145","40145","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,7,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"Hernando County Board of County Commissioners","Brooksville","FL","4146","40146","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",148220,10,"DR, MB","Other, Administrative & Maintenance (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"North Carolina State University","Raleigh","NC","4147","40147","University","Full Reporter",884891,27,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Municipality of Barceloneta","Barceloneta","PR","4150","40150","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",71747,10,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"Municipality of Barceloneta","Barceloneta","PR","4150","40150","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",71747,10,"MB","Bus Transfer Center",0,0,0,0,0,1,0,0,0,0,1
"Municipality of Barceloneta","Barceloneta","PR","4150","40150","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",71747,10,"MB","Parking Structure",0,0,0,0,0,1,0,0,0,0,1
"Municipality of Hatillo","Hatillo","PR","4151","40151","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",139171,3,"DR, MB","Bus Transfer Center",0,0,0,0,0,0,1,0,0,0,1
"Municipality of Hatillo","Hatillo","PR","4151","40151","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",139171,3,"MB","Bus Transfer Center",0,0,0,0,0,0,0,0,1,0,1
"St Johns County, Florida, dba: Sunshine Bus Co.","Saint Augustine","FL","4155","40155","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",69173,29,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"Lower Savannah COG","Aiken","SC","4156","40156","MPO, COG or Other Planning Agency","Reduced Reporter",386787,7,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Lower Savannah COG","Aiken","SC","4156","40156","MPO, COG or Other Planning Agency","Reduced Reporter",386787,7,"DR, MB","Bus Transfer Center",0,0,0,0,0,1,0,0,0,0,1
"Lake County Board of County Commissioners, dba: LakeXpress","Tavares","FL","4158","40158","City, County or Local Government Unit or Department of Transportation","Full Reporter",131337,32,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Regional Transportation Authority","Madison","TN","4159","40159","Independent Public Agency or Authority of Transit Service","Full Reporter",969587,26,"CB","Surface Parking Lot",0,0,0,0,0,0,0,0,1,0,1
"Regional Transportation Authority","Madison","TN","4159","40159","Independent Public Agency or Authority of Transit Service","Full Reporter",969587,26,"CR","At-Grade Fixed Guideway Station",0,0,0,0,0,0,0,6,1,0,7
"Regional Transportation Authority","Madison","TN","4159","40159","Independent Public Agency or Authority of Transit Service","Full Reporter",969587,26,"CR","Surface Parking Lot",0,0,0,0,0,0,0,5,1,0,6
"Municipality of Camuy","Camuy","PR","4160","40160","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",139171,13,"DR, MB","Bus Transfer Center",0,0,0,0,0,0,0,0,1,0,1
"Municipality of Camuy","Camuy","PR","4160","40160","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",139171,13,"MB","Other, Passenger or Parking (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"Cherokee County Board of Commissioners","Canton","GA","4161","40161","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",4515419,21,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,1,0,0,0,0,1
"City of Franklin , dba: Franklin Transit Authority","Franklin","TN","4162","40162","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",969587,10,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,1,0,0,1
"City of Franklin , dba: Franklin Transit Authority","Franklin","TN","4162","40162","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",969587,10,"DR, MB","Bus Transfer Center",0,0,0,0,0,0,0,1,0,0,1
"Municipality of Catano","Catano","PR","4163","40163","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",0,2,"MB","Bus Transfer Center",0,0,0,0,0,0,1,0,0,0,1
"Municipality of Catano","Catano","PR","4163","40163","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",0,2,"MB","Parking Structure",0,0,0,0,0,0,0,0,1,0,1
"Municipality of Fajardo","Fajardo","PR","4164","40164","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",85225,2,"DR, MB","Bus Transfer Center",0,0,0,0,0,0,1,0,0,0,1
"Municipality of Juncos","Juncos","PR","4165","40165","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,7,"DR, MB","Bus Transfer Center",0,0,0,0,0,0,1,0,0,0,1
"City of Jacksonville","Jacksonville","NC","4166","40166","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",105419,9,"MB","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,0,1,0,1
"City of Jacksonville","Jacksonville","NC","4166","40166","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",105419,9,"MB","Surface Parking Lot",0,0,0,0,0,0,0,0,1,0,1
"City of Concord, dba: Concord Kannapolis Area Transit (Rider)","Concord","NC","4167","40167","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",214881,12,"MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"City of Concord, dba: Concord Kannapolis Area Transit (Rider)","Concord","NC","4167","40167","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",214881,12,"MB","Bus Transfer Center",0,0,0,0,0,0,0,0,1,0,1
"City of Concord, dba: Concord Kannapolis Area Transit (Rider)","Concord","NC","4167","40167","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",214881,12,"MB","Surface Parking Lot",0,0,0,0,0,0,0,0,1,0,1
"Regional Planning Commission of Greater Birmingham","Birmingham","AL","4169","40169","MPO, COG or Other Planning Agency","Full Reporter",749495,26,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division","Dunlap","TN","4170","40170","Other Publicly-Owned or Privately Chartered Corporation","Reduced Reporter",66777,16,"DR, MB","Other, Passenger or Parking (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"Knoxville-Knox County Community Action Committee, dba: Knox County CAC Transit","Knoxville","TN","4171","40171","City, County or Local Government Unit or Department of Transportation","Full Reporter",558696,25,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Western Piedmont Regional Transit Authority , dba: dba: Greenway Public Transportation","Conover","NC","4172","40172","Independent Public Agency or Authority of Transit Service","Full Reporter",212195,53,"MB","Bus Transfer Center",0,0,0,0,0,0,0,0,1,0,1
"Piedmont Authority for Regional Transportation","Greensboro","NC","4173","40173","Independent Public Agency or Authority of Transit Service","Full Reporter",311810,46,"CB, VP","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Piedmont Authority for Regional Transportation","Greensboro","NC","4173","40173","Independent Public Agency or Authority of Transit Service","Full Reporter",311810,46,"CB, VP","Bus Transfer Center",0,0,0,0,0,0,0,1,1,0,2
"Piedmont Authority for Regional Transportation","Greensboro","NC","4173","40173","Independent Public Agency or Authority of Transit Service","Full Reporter",311810,46,"CB, VP","General Purpose Maintenance Facility/Depot",0,0,0,0,0,0,0,0,1,0,1
"Piedmont Authority for Regional Transportation","Greensboro","NC","4173","40173","Independent Public Agency or Authority of Transit Service","Full Reporter",311810,46,"CB, VP","Surface Parking Lot",0,0,0,0,0,0,0,12,4,0,16
"Municipality of Yauco","Yauco","PR","4174","40174","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",90899,19,"DR, MB","Bus Transfer Center",0,0,0,0,0,0,0,1,2,0,3
"Puerto Rico Maritime Transport Authority",NA,"PR","4175","40175","City, County or Local Government Unit or Department of Transportation","Full Reporter",2148346,8,"FB","Ferryboat Terminal",0,1,0,0,0,0,2,0,2,0,5
"The Transportation Management Association Group","Franklin","TN","4178","40178","Private Provider Reporting on Behalf of a Public Entity","Full Reporter",969587,31,"VP","Surface Parking Lot",0,0,0,1,0,0,0,0,0,0,1
"University of Georgia, dba: University of Georgia Transit System","Athens","GA","4180","40180","University","Full Reporter",128754,54,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,1,0,0,0,1
"University of Georgia, dba: University of Georgia Transit System","Athens","GA","4180","40180","University","Full Reporter",128754,54,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,1,0,0,0,1
"University of Georgia, dba: University of Georgia Transit System","Athens","GA","4180","40180","University","Full Reporter",128754,54,"MB","Vehicle Washing Facility",0,0,0,0,0,0,1,0,0,0,1
"Henry County","Mcdonough","GA","4181","40181","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",4515419,29,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Henry County","Mcdonough","GA","4181","40181","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",4515419,29,"DR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,0,1,0,1
"Municipality of Toa Baja","Toa Baja","PR","4182","40182","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,3,"DR, MB","Other, Passenger or Parking (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"Municipality of San Sebastian","San Sebastian","PR","4183","40183","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",306196,9,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Bowling Green","Bowling Green","KY","4184","40184","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",78306,16,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"Bay County Transportation Planning Organization","Panama City","FL","4185","40185","MPO, COG or Other Planning Agency","Full Reporter",143280,29,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,0,1,1
"Bay County Transportation Planning Organization","Panama City","FL","4185","40185","MPO, COG or Other Planning Agency","Full Reporter",143280,29,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,0,0,1,1
"Bay County Transportation Planning Organization","Panama City","FL","4185","40185","MPO, COG or Other Planning Agency","Full Reporter",143280,29,"DR, MB","Other, Administrative & Maintenance (describe in Notes)",0,0,0,0,0,0,0,0,0,1,1
"City of Murfreesboro","Murfreesboro","TN","4186","40186","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",133228,7,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"York County Council on Aging","Rock Hill","SC","4187","40187","Private Provider Reporting on Behalf of a Public Entity","Reduced Reporter",104996,21,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Virgin Islands Department of Public Works","Charlotte Amalie","VI","4188","40188","State Government Unit or Department of Transportation","Reduced Reporter",106405,30,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Virgin Islands Department of Public Works","Charlotte Amalie","VI","4188","40188","State Government Unit or Department of Transportation","Reduced Reporter",106405,30,"DR, MB","Bus Transfer Center",0,0,0,0,0,0,1,0,0,0,1
"Virgin Islands Department of Public Works","Charlotte Amalie","VI","4188","40188","State Government Unit or Department of Transportation","Reduced Reporter",106405,30,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,1,0,1,0,2
"Virgin Islands Department of Public Works","Charlotte Amalie","VI","4188","40188","State Government Unit or Department of Transportation","Reduced Reporter",106405,30,"DR, MB","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,1,0,0,0,1
"East Tennessee Human Resource Agency, Inc.","Knoxville","TN","4190","40190","Other Publicly-Owned or Privately Chartered Corporation","Reduced Reporter",59036,65,"DR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,0,1,0,1
"Transit Authority of Central Kentucky, dba: TACK Transit","Elizabethtown","KY","4191","40191","Independent Public Agency or Authority of Transit Service","Full Reporter",73467,29,"DR, MB, VP","Other, Administrative & Maintenance (describe in Notes)",0,0,0,1,0,0,0,0,0,0,1
"Martin County","Stuart","FL","4192","40192","City, County or Local Government Unit or Department of Transportation","Full Reporter",376047,11,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Hinesville, Georgia, dba: Liberty Transit","Hinesville","GA","4193","40193","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",51456,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Municipality of Mayaguez","Mayaguez","PR","4194","40194","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",109572,17,"DR, MB","Other, Passenger or Parking (describe in Notes)",0,0,0,0,1,0,0,1,0,0,2
"Municipality of San Lorenzo","San Lorenzo","PR","4195","40195","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,9,"DR, MB","General Purpose Maintenance Facility/Depot",0,0,0,0,0,0,0,0,1,0,1
"Municipality of San Lorenzo","San Lorenzo","PR","4195","40195","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,9,"MB","Bus Transfer Center",0,0,0,0,0,1,0,0,0,0,1
"Municipality of San Lorenzo","San Lorenzo","PR","4195","40195","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,9,"MB","Surface Parking Lot",0,0,0,0,0,0,0,0,1,0,1
"Kentuckiana Regional Planning and Development Agency","Louisville","KY","4196","40196","MPO, COG or Other Planning Agency","Full Reporter",972546,23,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Municipality of Lares","Lares","PR","4197","40197","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",306196,7,"DR, MB","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,0,1,0,1
"Municipality of Dorado","Dorado","PR","4198","40198","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,6,"DR, MB","Bus Transfer Center",0,0,0,0,0,0,1,0,0,0,1
"Tampa Bay Area Regional Transit Authority","Tampa","FL","4200","40200","Independent Public Agency or Authority of Transit Service","Full Reporter",2441770,160,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Municipality of Guaynabo","Guaynabo","PR","4201","40201","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,15,"MB","Bus Transfer Center",0,0,0,0,0,0,1,0,0,0,1
"Mid-Cumberland Human Resource Agency","Nashville","TN","4204","40204","Independent Public Agency or Authority of Transit Service","Reduced Reporter",133228,108,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"The County of Iredell, dba: Iredell County Area Transportation Services","Statesville","NC","4205","40205","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",1249442,23,"DR, MB","Administrative Office / Sales Office",0,0,0,0,1,0,0,0,0,0,1
"Berkeley Charleston Dorchester RTMA, dba: TriCounty Link","Moncks Corner","SC","4206","40206","Independent Public Agency or Authority of Transit Service","Reduced Reporter",548404,23,"MB","Other, Administrative & Maintenance (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"City of Clemson, dba: Clemson Area Transit","Clemson","SC","4208","40208","City, County or Local Government Unit or Department of Transportation","Full Reporter",400492,18,"MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Hoke County","Raeford","NC","4209","40209","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",310282,8,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Craven County, dba: Craven Area Rural Transit System","New Bern","NC","4210","40210","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",50503,12,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,1,0,0,0,1
"Autauga County Commission, dba: Autauga County Rural Transportation","Prattville","AL","4213","40213","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",263907,12,NA,NA,0,0,0,0,0,0,0,0,0,0,0
