"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","NTD Reporter Type","Primary UZA Population","Agency VOMS","Mode","Type of Service","Mode VOMS","Mode VOMS Questionable","Max Trains in Operation","Max Trains in Operation Questionable","Average Speed (mi/hr)","Average Speed (mi/hr) Questionable","Average Passenger Trip Length (mi)","Average Passenger Trip Length (mi) Questionable","Passengers per Hour","Passengers per Hour Questionable","Scheduled Vehicle Revenue Miles","Scheduled Vehicle Revenue Miles Questionable","Vehicle Miles","Vehicle Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Deadhead Miles","Deadhead Miles Questionable","Vehicle Hours","Vehicle Hours Questionable","Vehicle  
Revenue  
Hours","Vehicle Revenue Hours Questionable","Deadhead Hours","Deadhead Hours Questionable","Train Miles","Train Miles Questionable","Train  
Revenue 
Miles","Train Revenue Miles Questionable","Train Hours","Train Hours Questionable","Train  
Revenue  
Hours","Train Revenue Hours Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Passenger Miles","Passenger Miles Questionable","Directional Route Miles","Directional Route Miles Questionable","Any data questionable","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","1"
"Missoula Urban Transportation District, dba: Mountain Line","Missoula","MT","8009","80009","Independent Public Agency or Authority of Transit Service","Full Reporter",82157,32,"DR","DO",11,NA,0,NA,11.2479,NA,3.4777,NA,2.1942,NA,0,NA,233558,NA,214880,NA,18678,NA,21033,NA,19104,NA,1929,NA,0,NA,0,NA,0,NA,0,NA,41918,NA,145777,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monsey New Square Trails Corporation","Spring Valley","NY","2135","20135","Private-For-Profit Corporation","Full Reporter",18351295,32,"CB","DO",32,NA,0,NA,23.441,NA,42,NA,12.8146,NA,1108223,NA,1182956,NA,1104656,NA,78300,NA,48782,NA,47125,NA,1657,NA,0,NA,0,NA,0,NA,0,NA,603888,NA,25363296,NA,99,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Community Transit","Wilmar","MN",NA,"5R04-55314","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,32,"MB","DO",5,NA,0,NA,14.2844,NA,0,NA,3.2923,NA,0,NA,0,NA,156343,NA,0,NA,0,NA,10945,NA,0,NA,0,NA,0,NA,0,NA,0,NA,36034,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Community Transit","Wilmar","MN",NA,"5R04-55314","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,32,"DR","DO",27,NA,0,NA,15.3744,NA,0,NA,4.7461,NA,0,NA,0,NA,620003,NA,0,NA,0,NA,40327,NA,0,NA,0,NA,0,NA,0,NA,0,NA,191395,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Huntsville, Alabama, dba: Department of Parking & Public Transit","Huntsville","AL","4071","40071","City, County or Local Government Unit or Department of Transportation","Full Reporter",286692,32,"MB","DO",13,NA,0,NA,15.2013,NA,4.9125,NA,15.6647,NA,624518,NA,633046,NA,625837,NA,7209,NA,41671,NA,41170,NA,501,NA,0,NA,0,NA,0,NA,0,NA,644915,NA,3168118,NA,159.7,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williamsburg County Transit System","Kingstree","SC","4R07-020","4R07-40952","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,31,"MB","DO",10,NA,0,NA,15.2053,NA,0,NA,3.4791,NA,0,NA,0,NA,352125,NA,0,NA,0,NA,23158,NA,0,NA,0,NA,0,NA,0,NA,0,NA,80569,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williamsburg County Transit System","Kingstree","SC","4R07-020","4R07-40952","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,31,"DR","DO",21,NA,0,NA,15.6074,NA,0,NA,2.0351,NA,0,NA,0,NA,687929,NA,0,NA,0,NA,44077,NA,0,NA,0,NA,0,NA,0,NA,0,NA,89703,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greater Lynchburg Transit Company","Lynchburg","VA","3008","30008","Independent Public Agency or Authority of Transit Service","Full Reporter",116636,31,"MB","DO",24,NA,0,NA,13.5664,NA,4.37,"W",24.5269,NA,1105949,NA,1116662,NA,1105949,NA,10713,NA,83062,NA,81521,NA,1541,NA,0,NA,0,NA,0,NA,0,NA,1999458,NA,8737631,"W",242,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Waco, dba: Waco Transit System, Inc.","Waco","TX","6012","60012","City, County or Local Government Unit or Department of Transportation","Full Reporter",172378,31,"MB","DO",17,NA,0,NA,15.1493,NA,3.24,NA,22.8762,NA,796374,NA,803714,NA,795825,NA,7889,NA,53671,NA,52532,NA,1139,NA,0,NA,0,NA,0,NA,0,NA,1201733,NA,3893615,NA,233,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greater Lynchburg Transit Company","Lynchburg","VA","3008","30008","Independent Public Agency or Authority of Transit Service","Full Reporter",116636,31,"DR","DO",7,NA,0,NA,10.8736,NA,6.0552,NA,1.4281,NA,0,NA,168008,NA,145402,NA,22606,NA,15069,NA,13372,NA,1697,NA,0,NA,0,NA,0,NA,0,NA,19096,NA,115630,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Waco, dba: Waco Transit System, Inc.","Waco","TX","6012","60012","City, County or Local Government Unit or Department of Transportation","Full Reporter",172378,31,"DR","DO",14,NA,0,NA,20.8488,NA,9.4331,NA,2.2291,NA,0,NA,918446,NA,797569,NA,120877,NA,43619,NA,38255,NA,5364,NA,0,NA,0,NA,0,NA,0,NA,85276,NA,804413,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Florida Regional Planning Council","Bartow","FL",NA,"4R02-44938","MPO, COG or Other Planning Agency","Rural Reporter",0,31,"DR","PT",31,NA,0,NA,11.762,NA,0,NA,1.0028,NA,0,NA,0,NA,880470,NA,0,NA,0,NA,74857,NA,0,NA,0,NA,0,NA,0,NA,0,NA,75070,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mississippi Band of Choctaw Indians","Choctaw","MS","4T04","44925","Tribe","Reduced Reporter",0,31,"DR","DO",31,NA,0,NA,18.3638,NA,0,NA,2.0475,NA,0,NA,0,NA,646369,NA,0,NA,0,NA,35198,NA,0,NA,0,NA,0,NA,0,NA,0,NA,72068,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Williamsport, dba: River Valley Transit","Williamsport","PA","3026","30026","City, County or Local Government Unit or Department of Transportation","Full Reporter",56142,31,"MB","DO",26,NA,0,NA,15.272,NA,4.98,NA,23.0282,NA,864024,NA,913092,NA,869239,NA,43853,NA,58666,NA,56917,NA,1749,NA,0,NA,0,NA,0,NA,0,NA,1310695,NA,6527261,NA,306.5,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Williamsport, dba: River Valley Transit","Williamsport","PA","3026","30026","City, County or Local Government Unit or Department of Transportation","Full Reporter",56142,31,"DR","PT",4,NA,0,NA,30.3093,NA,13.6786,NA,2.2158,NA,0,NA,56739,NA,56739,NA,0,NA,1872,NA,1872,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4148,NA,56739,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Williamsport, dba: River Valley Transit","Williamsport","PA","3026","30026","City, County or Local Government Unit or Department of Transportation","Full Reporter",56142,31,"DR","DO",1,NA,0,NA,9.4,NA,6.7143,NA,1.4,NA,0,NA,68,NA,47,NA,21,NA,6,NA,5,NA,1,NA,0,NA,0,NA,0,NA,0,NA,7,NA,47,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Kokomo","Kokomo","IN","5145","50145","City, County or Local Government Unit or Department of Transportation","Full Reporter",62182,31,"MB","DO",5,NA,0,NA,13.6374,NA,4.289,NA,30.4041,NA,160021,NA,161814,NA,160021,NA,1793,NA,12450,NA,11734,NA,716,NA,0,NA,0,NA,0,NA,0,NA,356762,NA,1530152,NA,33.5,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Kokomo","Kokomo","IN","5145","50145","City, County or Local Government Unit or Department of Transportation","Full Reporter",62182,31,"DR","DO",26,NA,0,NA,12.7625,NA,3.8214,NA,2.9559,NA,0,NA,500798,NA,450874,NA,49924,NA,41790,NA,35328,NA,6462,NA,0,NA,0,NA,0,NA,0,NA,104425,NA,399052,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chickasaw Nation","Ada","OK","6T02","60002","Tribe","Reduced Reporter",0,31,"DR","DO",31,NA,0,NA,21.3294,NA,0,NA,1.2892,NA,0,NA,0,NA,845389,NA,0,NA,0,NA,39635,NA,0,NA,0,NA,0,NA,0,NA,0,NA,51097,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Brownsville , dba: Brownsville Metro","Brownsville","TX","6014","60014","City, County or Local Government Unit or Department of Transportation","Full Reporter",217585,30,"CB","DO",6,NA,0,NA,31.5909,NA,38.6645,NA,6.8952,NA,160709,NA,157718,NA,152584,NA,5134,NA,5246,NA,4830,NA,416,NA,0,NA,0,NA,0,NA,0,NA,33304,NA,1287683,NA,227,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Brownsville , dba: Brownsville Metro","Brownsville","TX","6014","60014","City, County or Local Government Unit or Department of Transportation","Full Reporter",217585,30,"DR","DO",8,NA,0,NA,10.4239,NA,5.0725,NA,1.9208,NA,0,NA,184303,NA,158933,NA,25370,NA,17372,NA,15247,NA,2125,NA,0,NA,0,NA,0,NA,0,NA,29287,NA,148559,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The County Commissioners of Carroll County, Maryland, dba: Carroll Transit System","Westminster","MD","3092","30092","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",72714,30,"MB","PT",6,NA,0,NA,13.0287,NA,0,NA,1.5118,NA,0,NA,0,NA,195808,NA,0,NA,0,NA,15029,NA,0,NA,0,NA,0,NA,0,NA,0,NA,22721,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Billings, dba: Metropolitan Transit System","Billings","MT","8004","80004","City, County or Local Government Unit or Department of Transportation","Full Reporter",114773,30,"DR","DO",12,NA,0,NA,11.7391,NA,5.7829,NA,3.8542,NA,0,NA,183764,NA,141033,NA,42731,NA,23088,NA,12014,NA,11074,NA,0,NA,0,NA,0,NA,0,NA,46304,NA,267773,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The County Commissioners of Carroll County, Maryland, dba: Carroll Transit System","Westminster","MD","3092","30092","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",72714,30,"DR","PT",24,NA,0,NA,10.8734,NA,0,NA,2.4887,NA,0,NA,0,NA,607955,NA,0,NA,0,NA,55912,NA,0,NA,0,NA,0,NA,0,NA,0,NA,139146,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southern Iowa Trolley","Creston","IA","7R01-014","7R01-70221","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,30,"DR","DO",30,NA,0,NA,9.8615,NA,0,NA,2.4733,NA,0,NA,0,NA,519151,NA,0,NA,0,NA,52644,NA,0,NA,0,NA,0,NA,0,NA,0,NA,130202,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aaron E. Henry Community Health Services Center,In","Clarksdale","MS","4R05-001","4R05-41183","Private-Non-Profit Corporation","Rural Reporter",0,30,"DR","DO",30,NA,0,NA,22.7006,NA,0,NA,3.5766,NA,0,NA,0,NA,888798,NA,0,NA,0,NA,39153,NA,0,NA,0,NA,0,NA,0,NA,0,NA,140035,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cullman County Commission","Cullman","AL","4R01-010","4R01-40965","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,30,"DR","DO",30,NA,0,NA,12.12,NA,0,NA,1.9476,NA,0,NA,0,NA,496835,NA,0,NA,0,NA,40993,NA,0,NA,0,NA,0,NA,0,NA,0,NA,79840,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Norwalk , dba: Norwalk Transit System","Norwalk","CA","9022","90022","City, County or Local Government Unit or Department of Transportation","Full Reporter",12150996,30,"MB","DO",24,NA,0,NA,11.1021,NA,4.1984,NA,15.0254,NA,1055496,NA,1089677,NA,1054992,NA,34685,NA,97330,NA,95026,NA,2304,NA,0,NA,0,NA,0,NA,0,NA,1427804,NA,5994510,NA,151,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Norwalk , dba: Norwalk Transit System","Norwalk","CA","9022","90022","City, County or Local Government Unit or Department of Transportation","Full Reporter",12150996,30,"DR","PT",6,NA,0,NA,7.3818,NA,3.4616,"W",3.4733,"W",0,NA,74068,NA,51503,NA,22565,NA,9579,NA,6977,NA,2602,NA,0,NA,0,NA,0,NA,0,NA,24233,"W",83885,NA,0,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"West River Transit Authority, Inc., dba: Prairie Hills Transit","Spearfish","SD","8R04-020","8R04-80253","Private-Non-Profit Corporation","Rural Reporter",0,30,"DR","DO",30,NA,0,NA,14.8415,NA,0,NA,3.3707,NA,0,NA,0,NA,557549,NA,0,NA,0,NA,37567,NA,0,NA,0,NA,0,NA,0,NA,0,NA,126628,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rural Office of Community Services","Lake Andes","SD","8R04-012","8R04-80182","Private-Non-Profit Corporation","Rural Reporter",0,30,"DR","DO",30,NA,0,NA,10.2075,NA,0,NA,3.1303,NA,0,NA,0,NA,360306,NA,0,NA,0,NA,35298,NA,0,NA,0,NA,0,NA,0,NA,0,NA,110495,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golden Crescent Regional Planning Commission","Victoria","TX","6095","60095","MPO, COG or Other Planning Agency","Reduced Reporter",63683,30,"MB","DO",10,NA,0,NA,16.6186,NA,0,NA,6.0957,NA,0,NA,0,NA,393463,NA,0,NA,0,NA,23676,NA,0,NA,0,NA,0,NA,0,NA,0,NA,144321,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golden Crescent Regional Planning Commission","Victoria","TX","6095","60095","MPO, COG or Other Planning Agency","Reduced Reporter",63683,30,"DR","DO",15,NA,0,NA,14.065,NA,0,NA,2.5076,NA,0,NA,0,NA,366857,NA,0,NA,0,NA,26083,NA,0,NA,0,NA,0,NA,0,NA,0,NA,65405,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marquette County Transit Authority","Marquette","MI","5R03-049","5R03-50427","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,30,"MB","DO",11,NA,0,NA,24.509,NA,0,NA,11.5183,NA,0,NA,0,NA,679095,NA,0,NA,0,NA,27708,NA,0,NA,0,NA,0,NA,0,NA,0,NA,319148,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golden Crescent Regional Planning Commission","Victoria","TX","6095","60095","MPO, COG or Other Planning Agency","Reduced Reporter",63683,30,"CB","DO",5,NA,0,NA,29.0561,NA,0,NA,9.0801,NA,0,NA,0,NA,291142,NA,0,NA,0,NA,10020,NA,0,NA,0,NA,0,NA,0,NA,0,NA,90983,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marquette County Transit Authority","Marquette","MI","5R03-049","5R03-50427","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,30,"DR","DO",19,NA,0,NA,12.8058,NA,0,NA,2.3297,NA,0,NA,0,NA,256064,NA,0,NA,0,NA,19996,NA,0,NA,0,NA,0,NA,0,NA,0,NA,46585,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Dorado County Transit Authority","Diamond Springs","CA","9229","90229","Independent Public Agency or Authority of Transit Service","Full Reporter",1723634,30,"MB","DO",9,NA,0,NA,18.452,NA,7.3,NA,7.0697,NA,547174,NA,583252,NA,543116,NA,40136,NA,33276,NA,29434,NA,3842,NA,0,NA,0,NA,0,NA,0,NA,208090,NA,1519057,NA,42,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cape Girardeau County Transit Authority","Cape Girardeau","MO","7051","70051","Independent Public Agency or Authority of Transit Service","Reduced Reporter",52900,30,"VP","DO",3,NA,0,NA,27.5331,NA,0,NA,8.102,NA,0,NA,0,NA,162005,NA,0,NA,0,NA,5884,NA,0,NA,0,NA,0,NA,0,NA,0,NA,47672,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Dorado County Transit Authority","Diamond Springs","CA","9229","90229","Independent Public Agency or Authority of Transit Service","Full Reporter",1723634,30,"DR","DO",11,NA,0,NA,19.2053,NA,10.7799,NA,2.6537,NA,0,NA,398757,NA,308072,NA,90685,NA,20085,NA,16041,NA,4044,NA,0,NA,0,NA,0,NA,0,NA,42568,NA,458877,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County Commissioners of Charles County, MD","La Plata","MD","3088","30088","City, County or Local Government Unit or Department of Transportation","Full Reporter",109919,30,"MB","PT",16,NA,0,NA,19.9356,NA,7.0021,NA,11.7858,NA,1292238,NA,1333242,NA,1289675,NA,43567,NA,66402,NA,64692,NA,1710,NA,0,NA,0,NA,0,NA,0,NA,762448,NA,5338740,NA,359.9,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cape Girardeau County Transit Authority","Cape Girardeau","MO","7051","70051","Independent Public Agency or Authority of Transit Service","Reduced Reporter",52900,30,"MB","DO",4,NA,0,NA,13.7194,NA,0,NA,6.1495,NA,0,NA,0,NA,118467,NA,0,NA,0,NA,8635,NA,0,NA,0,NA,0,NA,0,NA,0,NA,53101,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"El Dorado County Transit Authority","Diamond Springs","CA","9229","90229","Independent Public Agency or Authority of Transit Service","Full Reporter",1723634,30,"CB","DO",10,NA,0,NA,30.497,NA,28.956,NA,16.2549,NA,330174,NA,424723,NA,279322,NA,145401,NA,15687,NA,9159,NA,6528,NA,0,NA,0,NA,0,NA,0,NA,148879,NA,4310937,NA,110,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rainbow Rider Transit Board","Lowry","MN","5R04-028","5R04-50231","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,30,"MB","DO",17,NA,0,NA,13.4251,NA,0,NA,3.0829,NA,0,NA,0,NA,393867,NA,0,NA,0,NA,29338,NA,0,NA,0,NA,0,NA,0,NA,0,NA,90445,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County Commissioners of Charles County, MD","La Plata","MD","3088","30088","City, County or Local Government Unit or Department of Transportation","Full Reporter",109919,30,"DR","PT",14,NA,0,NA,12.7118,NA,8.7119,NA,1.4885,NA,0,NA,421810,NA,375875,NA,45935,NA,31880,NA,29569,NA,2311,NA,0,NA,0,NA,0,NA,0,NA,44012,NA,383430,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cape Girardeau County Transit Authority","Cape Girardeau","MO","7051","70051","Independent Public Agency or Authority of Transit Service","Reduced Reporter",52900,30,"DR","DO",23,NA,0,NA,17.8366,NA,0,NA,1.8771,NA,0,NA,0,NA,1165960,NA,0,NA,0,NA,65369,NA,0,NA,0,NA,0,NA,0,NA,0,NA,122707,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indian River County","Vero Beach","FL","4104","40104","City, County or Local Government Unit or Department of Transportation","Full Reporter",149422,30,"MB","PT",15,NA,0,NA,18.1248,NA,4.3884,NA,23.6118,NA,1012455,NA,1011129,NA,941584,NA,69545,NA,57559,NA,51950,NA,5609,NA,0,NA,0,NA,0,NA,0,NA,1226631,NA,5383004,NA,355,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rainbow Rider Transit Board","Lowry","MN","5R04-028","5R04-50231","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,30,"DR","DO",13,NA,0,NA,13.0076,NA,0,NA,3.5625,NA,0,NA,0,NA,307240,NA,0,NA,0,NA,23620,NA,0,NA,0,NA,0,NA,0,NA,0,NA,84147,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Fayette, dba: Fayette Area Coordinated Transportation","Lemont Furnace","PA","3087","30087","City, County or Local Government Unit or Department of Transportation","Full Reporter",51370,30,"MB","PT",3,NA,0,NA,19.5888,NA,7.7538,NA,2.9054,NA,181342,NA,197384,NA,177435,NA,19949,NA,10253,NA,9058,NA,1195,NA,0,NA,0,NA,0,NA,0,NA,26317,NA,204057,NA,125,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indian River County","Vero Beach","FL","4104","40104","City, County or Local Government Unit or Department of Transportation","Full Reporter",149422,30,"DR","PT",15,NA,0,NA,15.3079,NA,7.7428,NA,1.8781,NA,0,NA,330312,NA,268547,NA,61765,NA,21654,NA,17543,NA,4111,NA,0,NA,0,NA,0,NA,0,NA,32947,NA,255102,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Fayette, dba: Fayette Area Coordinated Transportation","Lemont Furnace","PA","3087","30087","City, County or Local Government Unit or Department of Transportation","Full Reporter",51370,30,"MB","DO",7,NA,0,NA,18.0325,NA,10.204,NA,5.3417,NA,349082,NA,362250,NA,347974,NA,14276,NA,20655,NA,19297,NA,1358,NA,0,NA,0,NA,0,NA,0,NA,103079,NA,1051818,NA,252.35,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Abilene , dba: CityLink Transit","Abilene","TX","6040","60040","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",110421,30,"MB","DO",10,NA,0,NA,12.4514,NA,0,NA,11.5631,NA,0,NA,0,NA,337334,NA,0,NA,0,NA,27092,NA,0,NA,0,NA,0,NA,0,NA,0,NA,313267,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Fayette, dba: Fayette Area Coordinated Transportation","Lemont Furnace","PA","3087","30087","City, County or Local Government Unit or Department of Transportation","Full Reporter",51370,30,"DR","PT",2,NA,0,NA,22.7892,NA,23.876,NA,2.2125,NA,0,NA,31843,NA,26914,NA,4929,NA,1462,NA,1181,NA,281,NA,0,NA,0,NA,0,NA,0,NA,2613,NA,62388,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Abilene , dba: CityLink Transit","Abilene","TX","6040","60040","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",110421,30,"DR","PT",4,NA,0,NA,13.6538,NA,0,NA,2.1746,NA,0,NA,0,NA,116863,NA,0,NA,0,NA,8559,NA,0,NA,0,NA,0,NA,0,NA,0,NA,18612,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"County of Fayette, dba: Fayette Area Coordinated Transportation","Lemont Furnace","PA","3087","30087","City, County or Local Government Unit or Department of Transportation","Full Reporter",51370,30,"DR","DO",18,NA,0,NA,21.779,NA,14.0335,NA,3.0678,NA,0,NA,993061,NA,845941,NA,147120,NA,44296,NA,38842,NA,5454,NA,0,NA,0,NA,0,NA,0,NA,119160,NA,1672229,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Tyler, dba: Tyler Transit","Tyler","TX","6089","60089","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",130247,30,"MB","PT",1,NA,0,NA,8.1838,NA,0,NA,0.2858,NA,0,NA,0,NA,20705,NA,0,NA,0,NA,2530,NA,0,NA,0,NA,0,NA,0,NA,0,NA,723,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Abilene , dba: CityLink Transit","Abilene","TX","6040","60040","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",110421,30,"DR","DO",16,NA,0,NA,12.7406,NA,0,NA,1.9223,NA,0,NA,0,NA,415202,NA,0,NA,0,NA,32589,NA,0,NA,0,NA,0,NA,0,NA,0,NA,62645,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Tyler, dba: Tyler Transit","Tyler","TX","6089","60089","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",130247,30,"MB","DO",6,NA,0,NA,15.2392,NA,0,NA,7.036,NA,0,NA,0,NA,312496,NA,0,NA,0,NA,20506,NA,0,NA,0,NA,0,NA,0,NA,0,NA,144280,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Tyler, dba: Tyler Transit","Tyler","TX","6089","60089","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",130247,30,"DT","PT",15,NA,0,NA,15.0949,NA,0,NA,2.5833,NA,0,NA,0,NA,165138,NA,0,NA,0,NA,10940,NA,0,NA,0,NA,0,NA,0,NA,0,NA,28261,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Tyler, dba: Tyler Transit","Tyler","TX","6089","60089","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",130247,30,"DR","DO",7,NA,0,NA,12.8785,NA,0,NA,2.8124,NA,0,NA,0,NA,140221,NA,0,NA,0,NA,10888,NA,0,NA,0,NA,0,NA,0,NA,0,NA,30621,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
