"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","Reporter Type","Primary UZA Population","Agency Voms","Modes","Facility Type","Pre1940","1940's","1950's","1960's","1970's","1980's","1990's","2000's","2010's","2020's","Total Facilities"
"Wilcox County Transit","Abbeville","GA","4R03-066","4R03-41156","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Lumpkin County","Dahlonega","GA","4R03-010","4R03-41158","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Wilkes County Commission Transit","Washington","GA","4R03-033","4R03-41168","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Walker County","La Fayette","GA","4R03-013","4R03-41171","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Crawford County Transit","Roberta","GA","4R03-036","4R03-41176","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Southwest Georgia RC","Camilla","GA","4R03-090","4R03-41177","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,90,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Thomas County Transit","Thomasville","GA","4R03-063","4R03-41185","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,18,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Paulding County","Dallas","GA","4R03-086","4R03-41190","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Bleckley County Transit","Cochran","GA","4R03-016","4R03-41196","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Brantley County","Nahunta","GA",NA,"4R03-44936","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Ben Hill","Fitzgerald","GA",NA,"4R03-44937","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"North Georgia Community Action, Inc.","Jasper","GA",NA,"4R03-44945","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,19,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Middle Kentucky River Area Development Council, Inc.","Jackson","KY","4R04-024","4R04-40909","Private-Non-Profit Corporation","Rural Reporter",0,14,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Middle Kentucky River Area Development Council, Inc.","Jackson","KY","4R04-024","4R04-40909","Private-Non-Profit Corporation","Rural Reporter",0,14,"DR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,0,1,0,1
"Rural Transit Enterprises Coordinated, Inc.","Mount Vernon","KY","4R04-019","4R04-40941","Private-Non-Profit Corporation","Rural Reporter",0,161,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,1,0,1,0,2
"Rural Transit Enterprises Coordinated, Inc.","Mount Vernon","KY","4R04-019","4R04-40941","Private-Non-Profit Corporation","Rural Reporter",0,161,"DR","Parking Structure",0,0,0,0,0,0,0,1,0,0,1
"Rural Transit Enterprises Coordinated, Inc.","Mount Vernon","KY","4R04-019","4R04-40941","Private-Non-Profit Corporation","Rural Reporter",0,161,"DR, MB","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,1,0,0,0,1
"Rural Transit Enterprises Coordinated, Inc.","Mount Vernon","KY","4R04-019","4R04-40941","Private-Non-Profit Corporation","Rural Reporter",0,161,"DR, MB","Other, Passenger or Parking",0,0,0,0,0,0,0,1,0,0,1
"Bluegrass Community Action Agency","Frankfort","KY","4R04-001","4R04-40948","Private-Non-Profit Corporation","Rural Reporter",0,80,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,1,0,0,1
"Pennyrile Allied Community Services, Inc.","Hopkinsville","KY","4R04-015","4R04-40953","Private-Non-Profit Corporation","Rural Reporter",0,99,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,2,0,2
"Licking Valley CAP","Flemingsburg","KY","4R04-009","4R04-40971","Private-Non-Profit Corporation","Rural Reporter",0,75,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"KY River Foothills Development Council, Inc.","Richmond","KY","4R04-022","4R04-40979","Private-Non-Profit Corporation","Rural Reporter",0,46,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,1,0,0,1
"Owen County Fiscal Court","Owenton","KY","4R04-032","4R04-40997","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,13,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Sandy Valley Transportation Services","Prestonsburg","KY","4R04-016","4R04-41006","Private-Non-Profit Corporation","Rural Reporter",0,75,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,1,1,0,0,2
"Sandy Valley Transportation Services","Prestonsburg","KY","4R04-016","4R04-41006","Private-Non-Profit Corporation","Rural Reporter",0,75,"DR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,1,0,0,0,1
"Paducah Transit Authority","Paducah","KY","4R04-012","4R04-41013","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,58,"DR, MB","Combined Administrative and Maintenance Facility",0,0,0,0,0,0,0,1,0,0,1
"Daniel Boone Development Council","Manchester","KY","4R04-003","4R04-41023","Private-Non-Profit Corporation","Rural Reporter",0,87,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,3,0,0,3
"Daniel Boone Development Council","Manchester","KY","4R04-003","4R04-41023","Private-Non-Profit Corporation","Rural Reporter",0,87,"DR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,1,0,0,1
"Maysville Transit System","Maysville","KY","4R04-013","4R04-41032","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Murray-Calloway County Transit Authority","Murray","KY","4R04-011","4R04-41053","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,24,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,1,0,0,1
"Glasgow Transit System","Glasgow","KY","4R04-006","4R04-41083","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,"MB","Combined Administrative and Maintenance Facility",0,0,0,0,0,0,0,1,0,0,1
"Louisville WHEELS Transportation, Inc","Louisville","KY","4R04-027","4R04-41090","Private-Non-Profit Corporation","Rural Reporter",0,75,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,1,0,0,1
"Louisville WHEELS Transportation, Inc","Louisville","KY","4R04-027","4R04-41090","Private-Non-Profit Corporation","Rural Reporter",0,75,"DR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,1,0,0,1
"Northeast KY Area Development Council","Olive Hill","KY","4R04-014","4R04-41094","Private-Non-Profit Corporation","Rural Reporter",0,25,"DR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,1,0,0,1
"Northeast KY Area Development Council","Olive Hill","KY","4R04-014","4R04-41094","Private-Non-Profit Corporation","Rural Reporter",0,25,"DR","Vehicle Washing Facility",0,0,0,0,0,0,0,1,0,0,1
"Harlan County Community Action Agency, Inc.","Harlan","KY","4R04-007","4R04-41098","Private-Non-Profit Corporation","Rural Reporter",0,38,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Frankfort Transit System","Frankfort","KY","4R04-005","4R04-41120","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,24,"DR, MB","Combined Administrative and Maintenance Facility",0,0,0,0,0,1,0,0,0,0,1
"Frankfort Transit System","Frankfort","KY","4R04-005","4R04-41120","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,24,"DR, MB","Vehicle Washing Facility",0,0,0,0,0,0,0,0,1,0,1
"Central Kentucky Community Action Council","Lebanon","KY","4R04-026","4R04-41165","Private-Non-Profit Corporation","Rural Reporter",0,72,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Leslie, Knott, Letcher & Perry Community Action","Hazard","KY","4R04-008","4R04-41178","Private-Non-Profit Corporation","Reduced Asset Reporter",0,0,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,3,0,0,3
"Fulton County Transit Authority","Fulton","KY","4R04-004","4R04-41179","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,57,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,1,0,0,1
"Fulton County Transit Authority","Fulton","KY","4R04-004","4R04-41179","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,57,"DR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,0,1,0,1
"Carroll County Wellness Transit","Carrollton","KY",NA,"4R04-44939","Private-Non-Profit Corporation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Scottsville Transit","Scottsville","KY",NA,"4R04-44944","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Western Kentucky University - Topper Transit, dba: Topper Transit","Bowling Green","KY",NA,"4R04-44973","University","Reduced Asset Reporter",0,0,"MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,1,0,0,1
"South Central Community Action Agency, Inc.","Mendenhall","MS","4R05-015","4R05-40922","Private-Non-Profit Corporation","Rural Reporter",0,17,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Hinds County Human Resource Agency","Jackson","MS","4R05-005","4R05-40955","Private-Non-Profit Corporation","Rural Reporter",0,9,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"N-Route","Vicksburg","MS","4R05-020","4R05-40957","Private-Non-Profit Corporation","Rural Reporter",0,12,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Madison County Citizens Services Agency","Canton","MS","4R05-025","4R05-40969","Private-Non-Profit Corporation","Rural Reporter",0,9,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,1,0,0,1
"Copiah County Human Resource Agency","Hazlehurst","MS","4R05-019","4R05-40987","Private-Non-Profit Corporation","Rural Reporter",0,11,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Mississippi Valley State University Mass Transit","Itta Bena","MS","4R05-018","4R05-41024","University","Rural Reporter",0,12,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"SMART Starkville-MSU Area Rapid Transit","Mississippi State","MS","4R05-035","4R05-41030","University","Rural Reporter",0,31,"DR, MB","Vehicle Washing Facility",0,0,0,0,0,0,0,0,1,0,1
"Northeast Mississippi Community Services","Booneville","MS","4R05-014","4R05-41039","Private-Non-Profit Corporation","Rural Reporter",0,39,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Community Development Inc.","Richton","MS","4R05-027","4R05-41044","Private-Non-Profit Corporation","Rural Reporter",0,23,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Five County Child Development Program, Inc.","Prentiss","MS","4R05-004","4R05-41051","Private-Non-Profit Corporation","Rural Reporter",0,7,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Oxford","Oxford","MS","4R05-030","4R05-41052","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,28,"DR, MB","Combined Administrative and Maintenance Facility",0,0,0,0,0,0,0,0,1,0,1
"Claiborne County Human Resource Agency","Port Gibson","MS","4R05-003","4R05-41096","Private-Non-Profit Corporation","Rural Reporter",0,25,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Natchez Transit System","Natchez","MS","4R05-013","4R05-41121","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,19,"DR","Combined Administrative and Maintenance Facility",0,0,0,0,0,0,0,0,1,0,1
"Aaron E. Henry Community Health Services Center,In","Clarksdale","MS","4R05-001","4R05-41183","Private-Non-Profit Corporation","Rural Reporter",0,23,"DR","Combined Administrative and Maintenance Facility",0,0,0,0,0,0,0,0,1,0,1
"Bolivar County Council On Aging, Inc.","Cleveland","MS","4R05-002","4R05-41192","Private-Non-Profit Corporation","Rural Reporter",0,45,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"DJ Transit, Inc.","Hattiesburg","MS",NA,"4R05-44928","Private-Non-Profit Corporation","Rural Reporter",0,12,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Mount Zion Economic Community Center, Inc.","Summit","MS",NA,"4R05-44946","Private-Non-Profit Corporation","Rural Reporter",0,12,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Noxubee County Human Resource Agency","Macon","MS",NA,"4R05-44948","Other Publicly-Owned or Privately Chartered Corporation","Rural Reporter",0,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Graham County, dba: Graham County Transit","Robbinsville","NC","4R06-015","4R06-40913","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Duplin County, dba: Duplin County Transportation","Kenansville","NC","4R06-014","4R06-40915","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,"DR","Administrative Office / Sales Office",0,0,0,1,0,0,0,0,0,0,1
"Wilkes Transportation Authority","Wilkesboro","NC","4R06-050","4R06-40918","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,17,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Randolph County Senior Adult Association Inc., dba: Regional Coordinated Area Transp System","Asheboro","NC","4R06-039","4R06-40921","Area Agency on Aging","Rural Reporter",0,20,"DR","Administrative Office / Sales Office",1,0,0,0,0,0,0,0,0,0,1
"Rockingham County Council on Aging","Reidsville","NC","4R06-051","4R06-40929","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,19,"DR, MB","Administrative Office / Sales Office",1,0,0,0,0,0,0,0,0,0,1
"Sampson County, dba: Sampson Area Transit","Clinton","NC","4R06-043","4R06-40933","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,1,0,0,1
"Polk County Transportation Authority","Columbus","NC","4R06-038","4R06-40934","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"DR","Administrative Office / Sales Office",0,0,1,0,0,0,0,0,0,0,1
"Pender Adult Services, Inc.","Burgaw","NC","4R06-075","4R06-40938","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Lincoln County","Lincolnton","NC","4R06-074","4R06-40942","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,17,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Johnston Co. Council on Aging Inc., dba: Johnston County Area Transit Services","Smithfield","NC","4R06-024","4R06-40943","Area Agency on Aging","Rural Reporter",0,26,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,1,0,0,1
"Johnston Co. Council on Aging Inc., dba: Johnston County Area Transit Services","Smithfield","NC","4R06-024","4R06-40943","Area Agency on Aging","Rural Reporter",0,26,"DR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,0,1,0,1
"Carteret County, dba: Carteret County Area Transportation System","Beaufort","NC","4R06-012","4R06-40944","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,13,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Gates County, dba: Gates County Inter-Regional Transportation System","Gatesville","NC","4R06-061","4R06-40947","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,5,"DR","Administrative Office / Sales Office",0,0,0,1,0,0,0,0,0,0,1
"Washington County, dba: Riverlight Transit","Plymouth","NC","4R06-064","4R06-40959","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Madison County Transportation Authority","Marshall","NC","4R06-028","4R06-40976","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,1,0,0,1
"Rutherford County, dba: Rutherford County Transit","Rutherfordton","NC","4R06-042","4R06-40983","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,15,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Western Carolina Community Action","Hendersonville","NC","4R06-105","4R06-40984","Private-Non-Profit Corporation","Rural Reporter",0,11,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Martin County, dba: Martin County Transit","Williamston","NC","4R06-029","4R06-40990","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,7,"DR","Administrative Office / Sales Office",0,0,1,0,0,0,0,0,0,0,1
"Caswell County, dba: Caswell Division of Transportation (CDOT)","Yanceyville","NC","4R06-006","4R06-40996","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,6,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Chatham Transit Network","Pittsboro","NC","4R06-007","4R06-41004","Private-Non-Profit Corporation","Rural Reporter",0,23,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,0,1,1
"Person County, dba: Person Area Transportation Services","Roxboro","NC","4R06-063","4R06-41010","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,1,0,0,0,0,1
"Scotland County, dba: Scotland County Area Transit","Laurinburg","NC","4R06-044","4R06-41028","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,5,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,1,0,0,1
"Ashe County Transportation Authority Inc","West Jefferson","NC","4R06-058","4R06-41029","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,18,"DR, MB","Combined Administrative and Maintenance Facility",0,0,0,0,0,0,1,0,0,0,1
"Greene County, dba: Greene County Transportation","Snow Hill","NC","4R06-018","4R06-41031","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,7,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,1,0,0,0,1
"Beaufort County Developmental Center, Inc., dba: Beaufort Area Transit System (BATS)","Washington","NC","4R06-003","4R06-41034","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,8,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,1,0,0,0,1
"Hyde County Private Non-Profit Transp. Corp. Inc., dba: Hyde County Transit","Swanquarter","NC","4R06-022","4R06-41038","Private-Non-Profit Corporation","Rural Reporter",0,5,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Mitchell County Transportation Authority","Bakersville","NC","4R06-032","4R06-41043","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,1,0,0,0,1
"Dare County, dba: Dare County Transportation System","Manteo","NC","4R06-009","4R06-41045","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,7,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Kerr Area Transportation Authority, dba: Kerr Area Rural Transportation System","Henderson","NC","4R06-025","4R06-41048","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,44,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Brunswick Transit System Inc.","Shallotte","NC","4R06-011","4R06-41058","Private-Non-Profit Corporation","Rural Reporter",0,13,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Moore County","Carthage","NC","4R06-033","4R06-41064","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Swain County  Focal Point on Aging Inc","Bryson City","NC","4R06-046","4R06-41066","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Cherokee County, dba: Cherokee County Transit","Murphy","NC","4R06-008","4R06-41069","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,7,"DR, MB","Administrative Office / Sales Office",0,1,0,0,0,0,0,0,0,0,1
"Transp. Administration of Cleveland County. Inc","Shelby","NC","4R06-017","4R06-41082","Private-Non-Profit Corporation","Rural Reporter",0,17,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,1,0,0,0,1
"Albemarle Regional Health Services, dba: Inter-County Public Transportation Authority","Elizabeth City","NC","4R06-062","4R06-41111","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,19,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Albemarle Regional Health Services, dba: Inter-County Public Transportation Authority","Elizabeth City","NC","4R06-062","4R06-41111","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,19,"DR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,1,0,0,1
"Anson County, dba: Anson County Transportation System","Wadesboro","NC","4R06-001","4R06-41113","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"DR","Administrative Office / Sales Office",0,0,0,0,1,0,0,0,0,0,1
"Transylvania County","Brevard","NC","4R06-047","4R06-41115","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Harnett County, dba: Harnett Area Rural Transit System","Lillington","NC","4R06-019","4R06-41119","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,17,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"Harnett County, dba: Harnett Area Rural Transit System","Lillington","NC","4R06-019","4R06-41119","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,17,"DR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,1,0,0,0,0,1
"Richmond Interagency Transportation Inc., dba: Area of Richmond Transit","Rockingham","NC","4R06-040","4R06-41124","Private-Non-Profit Corporation","Rural Reporter",0,11,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"AppalCart","Boone","NC","4R06-057","4R06-41127","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,35,"DR, MB","Combined Administrative and Maintenance Facility",0,0,0,0,0,0,0,0,1,0,1
"Avery County Transportation Authority","Newland","NC","4R06-002","4R06-41130","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,1,0,0,1
"Choanoke Public Transportation Authority","Rich Square","NC","4R06-060","4R06-41131","Private-Non-Profit Corporation","Rural Reporter",0,8,"DR","Combined Administrative and Maintenance Facility",0,0,0,0,0,0,1,0,0,0,1
"Yadkin Valley Economic Development District, Inc.","Boonville","NC","4R06-070","4R06-41134","Private-Non-Profit Corporation","Rural Reporter",0,29,"DR, MB","Administrative Office / Sales Office",0,0,0,0,1,0,0,0,0,0,1
"Alleghany County, dba: Alleghany in Motion","Sparta","NC","4R06-054","4R06-41137","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,7,"DR","Administrative Office / Sales Office",0,0,1,0,0,0,0,0,0,0,1
"Yancey County Transportation Authority","Burnsville","NC","4R06-049","4R06-41143","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Lee County, dba: County of Lee Transit System","Sanford","NC","4R06-026","4R06-41150","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,13,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Clay County, dba: Clay County Transportation","Hayesville","NC","4R06-059","4R06-41160","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,1,0,0,1
"Lenoir County, dba: Lenoir County Transit","Kinston","NC","4R06-027","4R06-41162","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Bladen County, dba: Bladen Area Rural Transportation System","Elizabethtown","NC","4R06-010","4R06-41166","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,7,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Jackson County, dba: Jackson County Transit","Sylva","NC","4R06-023","4R06-41167","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,7,"DR, MB","Administrative Office / Sales Office",0,0,0,0,1,0,0,0,0,0,1
"Columbus County, dba: Columbus County Transportation","Whiteville","NC","4R06-013","4R06-41172","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,1,0,0,1
"Stanly County, dba: Stanly County Transportation","Albemarle","NC","4R06-045","4R06-41181","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,"DR","Maintenance Facility (Service and Inspection)",0,0,0,1,0,0,0,0,0,0,1
"Robeson County, dba: South East Area Transit System","Lumberton","NC","4R06-041","4R06-41187","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Macon County, dba: Macon County Transit","Franklin","NC","4R06-030","4R06-41191","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,0,0,1,0,0,1
"City of Wilson, NC, dba: Wilson Transit System","Wilson","NC",NA,"4R06-44931","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,20,"DR, MB","Administrative Office / Sales Office",0,0,0,0,0,1,0,0,0,0,1
"City of Wilson, NC, dba: Wilson Transit System","Wilson","NC",NA,"4R06-44931","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,20,"DR, MB","Maintenance Facility (Service and Inspection)",0,0,0,0,0,1,0,0,0,0,1
"County of Hyde, dba: Hyde County Transit","Swanquarter","NC",NA,"4R06-44947","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"North Carolina Department of Transportation -- Ferry Division","Raleigh","NC",NA,"4R06-44958","State Government Unit or Department of Transportation","Rural Reporter",0,1,"FB","Ferryboat Terminal",0,0,0,0,0,0,0,0,2,0,2
"McDowell Transit","Marion","NC",NA,"4R06-44977","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,7,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Aiken Area Council on Aging, Inc.","Aiken","SC","4235","4R07-40235","Area Agency on Aging","Rural Reporter",0,18,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Williamsburg County Transit System","Kingstree","SC","4R07-020","4R07-40952","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,32,"DR, MB","Combined Administrative and Maintenance Facility",0,0,0,0,0,1,0,0,0,0,1
"Bamberg County Office On Aging","Bamberg","SC","4R07-027","4R07-40974","Area Agency on Aging","Rural Reporter",0,28,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Edgefield County Senior Citizens Council","Edgefield","SC","4R07-004","4R07-40988","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"DR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,1,0,0,1
"Generations Unlimited","Barnwell","SC","4R07-006","4R07-41002","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,19,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Fairfield County Transit System","Winnsboro","SC","4R07-005","4R07-41003","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,14,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,1,0,0,0,1
"Fairfield County Transit System","Winnsboro","SC","4R07-005","4R07-41003","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,14,"DR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,1,0,0,0,1
"Newberry County Council on Aging","Newberry","SC","4R07-008","4R07-41022","Area Agency on Aging","Rural Reporter",0,19,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"McCormick County Senior Center","Mccormick","SC","4R07-018","4R07-41042","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,14,"DR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,1,0,0,1
