"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","Reporter Type","Primary UZA 
 Population","Agency VOMS","Mode","TOS","Mode VOMS","Ratios:","Fare Revenues per Unlinked Passenger Trip","Fare Revenues per Unlinked Passenger Trip Questionable","Fare Revenues per Total Operating Expense (Recovery Ratio)","Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable","Cost per 
 Hour","Cost per Hour Questionable","Passengers per Hour","Passengers per Hour Questionable","Cost per Passenger","Cost per Passenger Questionable","Cost per Passenger Mile","Cost per Passenger Mile Questionable","Source Data:","Fare Revenues Earned","Fare Revenues Earned Questionable","Total Operating Expenses","Total Operating Expenses Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Vehicle Revenue Hours","Vehicle Revenue Hours Questionable","Passenger Miles","Passenger Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Any data questionable?","...40","...41","...42","1","...44","...45"
"Kankakee-Iroquois Regional Planning Commission","Monon","IN","5R02-035","5R02-55310","MPO, COG or Other Planning Agency","Rural Reporter",0,24,"DR","DO",24,NA,0.9353,NA,0.0521,NA,28.9007,NA,1.6109,NA,17.9409,NA,0,NA,NA,54992,NA,1054906,NA,58799,NA,36501,NA,0,NA,556505,NA,"No",NA,NA,NA,NA,NA,NA
"Unified Human Services Transportation Systems, Inc","Roanoke","VA","3R06-021","3R06-30178","Private-Non-Profit Corporation","Rural Reporter",0,24,"DR","DO",24,NA,0.6842,NA,0.0459,NA,44.6628,NA,2.9991,NA,14.8921,NA,0,NA,NA,49839,NA,1084770,NA,72842,NA,24288,NA,0,NA,395963,NA,"No",NA,NA,NA,NA,NA,NA
"Monongalia County Urban Mass Transit Authority, dba: Mountain Line Transit Authority","Morgantown","WV","3089","30089","Independent Public Agency or Authority of Transit Service","Reduced Reporter",70350,24,"MB","DO",23,NA,0.4186,NA,0.0879,NA,70.5376,NA,14.8124,NA,4.7621,NA,0,NA,NA,421204,NA,4791831,NA,1006248,NA,67933,NA,0,NA,1241381,NA,"No",NA,NA,NA,NA,NA,NA
"Eaton County Transportation Authority","Charlotte","MI","5R03-028","5R03-50260","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,24,"DR","DO",22,NA,1.1948,NA,0.0713,NA,58.9873,NA,3.519,NA,16.7624,NA,0,NA,NA,166181,NA,2331413,NA,139086,NA,39524,NA,0,NA,747457,NA,"No",NA,NA,NA,NA,NA,NA
"Sussex County Transit","Hamburg","NJ","2R01-013","2R01-20950","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,24,"DR","DO",21,NA,0.152,NA,0.005,NA,46.2032,NA,1.5176,NA,30.4453,NA,0,NA,NA,7176,NA,1437383,NA,47212,NA,31110,NA,0,NA,416877,NA,"No",NA,NA,NA,NA,NA,NA
"Eaton County Transportation Authority","Charlotte","MI","5R03-028","5R03-50260","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,24,"MB","DO",2,NA,1.2073,NA,0.0249,NA,55.1577,NA,1.1376,NA,48.4871,NA,0,NA,NA,4642,NA,186433,NA,3845,NA,3380,NA,0,NA,100658,NA,"No",NA,NA,NA,NA,NA,NA
"Tulare County Area Transit","Visalia","CA","9R02-008","9R02-91055","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,24,"MB","PT",19,NA,1.1518,NA,0.1119,NA,89.8777,NA,8.7347,NA,10.2897,NA,0,NA,NA,333523,NA,2979625,NA,289574,NA,33152,NA,0,NA,939879,NA,"No",NA,NA,NA,NA,NA,NA
"Warren County","Belvidere","NJ","2R01-014","2R01-20928","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,24,"DR","PT",19,NA,0.0587,NA,0.0028,NA,59.895,NA,2.8673,NA,20.8891,NA,0,NA,NA,3669,NA,1306550,NA,62547,NA,21814,NA,0,NA,274931,NA,"No",NA,NA,NA,NA,NA,NA
"Tri-Valley Opportunity Council, Inc.","Crookston","MN","5R04-010","5R04-50353","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,24,"DR","DO",19,NA,0.4192,NA,0.0365,NA,61.757,NA,5.3837,NA,11.4711,NA,0,NA,NA,69211,NA,1893963,NA,165108,NA,30668,NA,0,NA,362881,NA,"No",NA,NA,NA,NA,NA,NA
"Davidson County , dba: Davidson County Transportation","Lexington","NC","4131","40131","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",166485,24,"DR","PT",19,NA,0,NA,0,NA,31.499,NA,1.8882,NA,16.6818,NA,0,NA,NA,0,NA,750463,NA,44987,NA,23825,NA,0,NA,642515,NA,"No",NA,NA,NA,NA,NA,NA
"Bis-Man Transit Board","Bismarck","ND","8019","80019","Independent Public Agency or Authority of Transit Service","Reduced Reporter",81955,24,"DR","PT",18,NA,2.7317,NA,0.145,NA,57.156,NA,3.0344,NA,18.8358,NA,0,NA,NA,331958,NA,2288926,NA,121520,NA,40047,NA,0,NA,552669,NA,"No",NA,NA,NA,NA,NA,NA
"City of Amarillo, dba: Amarillo City Transit","Amarillo","TX","6001","60001","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",196651,24,"MB","DO",16,NA,0.4089,NA,0.0335,NA,84.1794,NA,6.8895,NA,12.2185,NA,0,NA,NA,117183,NA,3501948,NA,286610,NA,41601,NA,0,NA,625900,NA,"No",NA,NA,NA,NA,NA,NA
"Chemung County, dba: C TRAN","Elmira","NY","2005","20005","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",67983,24,"MB","PT",16,NA,1.5122,NA,0.1801,NA,132.2588,NA,15.7519,NA,8.3964,NA,0,NA,NA,793521,NA,4406070,NA,524760,NA,33314,NA,0,NA,643329,NA,"No",NA,NA,NA,NA,NA,NA
"Town of Cary","Cary","NC","4143","40143","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",884891,24,"DR","PT",15,NA,4.1399,NA,0.089,NA,66.9653,NA,1.4395,NA,46.5201,NA,0,NA,NA,178268,NA,2003200,NA,43061,NA,29914,NA,0,NA,440343,NA,"No",NA,NA,NA,NA,NA,NA
"Human Resource Development Council District IX, Inc.","Bozeman","MT","8R02-021","8R02-80235","Private-Non-Profit Corporation","Rural Reporter",0,24,"MB","DO",15,NA,0,NA,0,NA,52.2481,NA,12.0515,NA,4.3354,NA,0,NA,NA,0,NA,967426,NA,223146,NA,18516,NA,0,NA,318400,NA,"No",NA,NA,NA,NA,NA,NA
"Macatawa Area Express Transportation Authority","Holland","MI","5184","50184","Independent Public Agency or Authority of Transit Service","Full Reporter",99941,24,"DR","DO",15,NA,1.4674,NA,0.0521,NA,71.0878,NA,2.5219,NA,28.1885,NA,4.9715,NA,NA,130206,NA,2501223,NA,88732,NA,35185,NA,503110,NA,482175,NA,"No",NA,NA,NA,NA,NA,NA
"Bluefield Area Transit","Bluefield","WV","3R05-013","3R05-30121","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,24,"DR","DO",13,NA,0.7603,NA,0.0166,NA,35.3093,NA,0.7716,NA,45.7639,NA,0,NA,NA,12200,NA,734327,NA,16046,NA,20797,NA,0,NA,358809,NA,"No",NA,NA,NA,NA,NA,NA
"County of Lebanon Transit Authority","Lebanon","PA","3095","30095","Independent Public Agency or Authority of Transit Service","Full Reporter",77086,24,"DR","DO",12,NA,19.7613,NA,0.7306,NA,84.5531,NA,3.1261,NA,27.0473,NA,3.3385,NA,NA,939985,NA,1286560,NA,47567,NA,15216,NA,385372,NA,235508,NA,"No",NA,NA,NA,NA,NA,NA
"Bluefield Area Transit","Bluefield","WV","3R05-013","3R05-30121","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,24,"MB","DO",11,NA,0.8361,NA,0.2082,NA,36.3113,NA,9.043,NA,4.0154,NA,0,NA,NA,167215,NA,803097,NA,200005,NA,22117,NA,0,NA,411992,NA,"No",NA,NA,NA,NA,NA,NA
"City of Roseville, dba: Roseville Transit","Roseville","CA","9168","90168","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",1723634,24,"MB","PT",10,NA,1.0666,NA,0.0615,NA,100.5435,NA,5.8016,NA,17.3304,NA,0,NA,NA,199365,NA,3239209,NA,186909,NA,32217,NA,0,NA,434982,NA,"No",NA,NA,NA,NA,NA,NA
"Monongalia County Urban Mass Transit Authority, dba: Mountain Line Transit Authority","Morgantown","WV","3089","30089","Independent Public Agency or Authority of Transit Service","Reduced Reporter",70350,24,"DR","DO",1,NA,0,NA,0,NA,66.4566,NA,2.7089,NA,24.5325,NA,0,NA,NA,0,NA,56621,NA,2308,NA,852,NA,0,NA,14180,NA,"No",NA,NA,NA,NA,NA,NA
"Lowcountry Regional Transportation Authority","Bluffton","SC","4R07-007","4R07-41092","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,23,"CB","DO",9,NA,1.5518,NA,0.1675,NA,100.2361,NA,10.8208,NA,9.2633,NA,0,NA,NA,306151,NA,1827504,NA,197285,NA,18232,NA,0,NA,438895,NA,"No",NA,NA,NA,NA,NA,NA
"Ozark Regional Transit","Springdale","AR","6072","60072","Independent Public Agency or Authority of Transit Service","Full Reporter",295083,23,"DR","DO",9,NA,0.6584,NA,0.0131,NA,68.6885,NA,1.3714,NA,50.0865,NA,8.0785,NA,NA,13947,NA,1061032,NA,21184,NA,15447,NA,131341,NA,175166,NA,"No",NA,NA,NA,NA,NA,NA
"City of Lompoc, dba: City of Lompoc - Lompoc Transit","Lompoc","CA","9149","90149","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",51509,23,"MB","PT",8,NA,1.541,NA,0.0845,NA,113.6918,NA,6.2309,NA,18.2464,NA,0,NA,NA,122988,NA,1456278,NA,79812,NA,12809,NA,0,NA,218890,NA,"No",NA,NA,NA,NA,NA,NA
"Mendocino Transit Authority","Ukiah","CA","9R02-047","9R02-91047","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,23,"DR","DO",6,NA,2.265,NA,0.1071,NA,106.837,NA,5.0516,NA,21.1491,NA,0,NA,NA,103547,NA,966875,NA,45717,NA,9050,NA,0,NA,105232,NA,"No",NA,NA,NA,NA,NA,NA
"Connecticut Department of Transportation - CTTransit New Britain -Dattco.","New Britain","CT","1045","10045","Private Provider Reporting on Behalf of a Public Entity","Full Reporter",924859,23,"MB","PT",5,NA,0.6308,NA,0.0898,NA,63.1064,NA,8.9822,NA,7.0257,NA,1.3732,NA,NA,118060,NA,1314949,NA,187163,NA,20837,NA,957585,NA,217062,NA,"No",NA,NA,NA,NA,NA,NA
"University of Arkansas, Fayetteville","Fayetteville","AR","6062","60062","University","Reduced Reporter",295083,23,"DR","DO",4,NA,2.2515,NA,0.0398,NA,67.5393,NA,1.1947,NA,56.534,NA,0,NA,NA,22094,NA,554768,NA,9813,NA,8214,NA,0,NA,56714,NA,"No",NA,NA,NA,NA,NA,NA
"Murray-Calloway County Transit Authority","Murray","KY","4R04-011","4R04-41053","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,23,"MB","DO",3,NA,0.0455,NA,0.0102,NA,25.3999,NA,5.6798,NA,4.4719,NA,0,NA,NA,1700,NA,167157,NA,37379,NA,6581,NA,0,NA,75236,NA,"No",NA,NA,NA,NA,NA,NA
"Baker Council on Aging","Macclenny","FL","4R02-002","4R02-41170","Private-Non-Profit Corporation","Rural Reporter",0,23,"MB","DO",3,NA,1.5148,NA,0.0391,NA,50.444,NA,1.3004,NA,38.7898,NA,0,NA,NA,9304,NA,238247,NA,6142,NA,4723,NA,0,NA,91803,NA,"No",NA,NA,NA,NA,NA,NA
"Natchez Transit System","Natchez","MS","4R05-013","4R05-41121","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,23,"DR","DO",23,NA,0.9509,NA,0.0398,NA,66.7447,NA,2.7959,NA,23.8728,NA,0,NA,NA,59620,NA,1496750,NA,62697,NA,22425,NA,0,NA,544680,NA,"No",NA,NA,NA,NA,NA,NA
"Southeast Iowa Regional Planning Commission, dba: SEIBUS","West Burlington","IA","7R01-016","7R01-70217","Private-Non-Profit Corporation","Rural Reporter",0,23,"DR","DO",23,NA,0.5926,NA,0.0735,NA,46.4539,NA,5.7655,NA,8.0573,NA,0,NA,NA,77860,NA,1058637,NA,131389,NA,22789,NA,0,NA,370473,NA,"No",NA,NA,NA,NA,NA,NA
"Community Transit, Inc.","Paramus","NJ","2160","20160","Private-For-Profit Corporation","Reduced Reporter",18351295,23,"CB","DO",23,NA,9.5686,NA,1,NA,178.1037,NA,18.6133,NA,9.5686,NA,0,NA,NA,4640314,NA,4640314,NA,484952,NA,26054,NA,0,NA,821067,NA,"No",NA,NA,NA,NA,NA,NA
"Central Florida Regional Planning Council","Bartow","FL",NA,"4R02-44938","MPO, COG or Other Planning Agency","Rural Reporter",0,23,"DR","PT",23,NA,0.8172,NA,0.021,NA,41.8204,NA,1.0764,NA,38.8519,NA,0,NA,NA,48158,NA,2289623,NA,58932,NA,54749,NA,0,NA,728895,NA,"No",NA,NA,NA,NA,NA,NA
"Souris Basin Transit","Minot","ND","8R03-015","8R03-80302","Private-Non-Profit Corporation","Rural Reporter",0,23,"DR","DO",23,NA,2.165,NA,0.1134,NA,50.0655,NA,2.6221,NA,19.0934,NA,0,NA,NA,189450,NA,1670786,NA,87506,NA,33372,NA,0,NA,436426,NA,"No",NA,NA,NA,NA,NA,NA
"Greater Lapeer Transportation Authority","Lapeer","MI","5R03-032","5R03-50335","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,23,"DR","DO",23,NA,3.5561,NA,0.2747,NA,44.9921,NA,3.4753,NA,12.9463,NA,0,NA,NA,574425,NA,2091232,NA,161531,NA,46480,NA,0,NA,692652,NA,"No",NA,NA,NA,NA,NA,NA
"Community Development Inc.","Richton","MS","4R05-027","4R05-41044","Private-Non-Profit Corporation","Rural Reporter",0,23,"DR","DO",23,NA,0.0165,NA,0.001,NA,35.8585,NA,2.1808,NA,16.4429,NA,0,NA,NA,1687,NA,1682910,NA,102349,NA,46932,NA,0,NA,1266690,NA,"No",NA,NA,NA,NA,NA,NA
"Knox Area Transit","Mt. Vernon","OH","5R05-062","5R05-50275","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,23,"DR","DO",23,NA,2.6806,NA,0.2861,NA,39.7721,NA,4.2445,NA,9.3702,NA,0,NA,NA,486034,NA,1698983,NA,181317,NA,42718,NA,0,NA,705754,NA,"No",NA,NA,NA,NA,NA,NA
"Claiborne County Human Resource Agency","Port Gibson","MS","4R05-003","4R05-41096","Private-Non-Profit Corporation","Rural Reporter",0,23,"DR","DO",23,NA,0.5772,NA,0.0436,NA,59.8096,NA,4.5165,NA,13.2424,NA,0,NA,NA,50458,NA,1157555,NA,87413,NA,19354,NA,0,NA,869425,NA,"No",NA,NA,NA,NA,NA,NA
"City of Laguna Beach, dba: Laguna Beach Transit","Laguna Beach","CA","9119","90119","City, County or Local Government Unit or Department of Transportation","Full Reporter",583681,23,"MB","DO",23,NA,0.0355,NA,0.0094,NA,77.4122,NA,20.3772,NA,3.799,NA,1.7095,NA,NA,29914,NA,3198672,NA,841985,NA,41320,NA,1871078,NA,355543,NA,"No",NA,NA,NA,NA,NA,NA
"Cadillac/Wexford Transit Authority","Cadillac","MI","5R03-017","5R03-50374","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,23,"DR","DO",23,NA,1.0524,NA,0.0617,NA,49.3058,NA,2.89,NA,17.0609,NA,0,NA,NA,145455,NA,2358100,NA,138217,NA,47826,NA,0,NA,912541,NA,"No",NA,NA,NA,NA,NA,NA
"Bureau County, dba: Bureau Putnam Area Rural Transit","Princeton","IL","5R01-003","5R01-50263","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,23,"DR","DO",23,NA,0.9533,NA,0.0387,NA,70.6169,NA,2.8657,NA,24.6425,NA,0,NA,NA,61513,NA,1590011,NA,64523,NA,22516,NA,0,NA,604526,NA,"No",NA,NA,NA,NA,NA,NA
"Manistee County Transportation, Inc.","Manistee","MI","5R03-048","5R03-50369","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,23,"DR","DO",23,NA,0.9551,NA,0.0602,NA,69.349,NA,4.3741,NA,15.8546,NA,0,NA,NA,148398,NA,2463276,NA,155367,NA,35520,NA,0,NA,566212,NA,"No",NA,NA,NA,NA,NA,NA
"Colorado Valley Transit  District","Columbus","TX","6R05-031","6R05-60238","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,23,"DR","DO",23,NA,0.7172,NA,0.0463,NA,39.0586,NA,2.5207,NA,15.495,NA,0,NA,NA,70027,NA,1512896,NA,97638,NA,38734,NA,0,NA,433026,NA,"No",NA,NA,NA,NA,NA,NA
"Mid Mon Valley Transit Authority","Charleroi","PA","3061","30061","Independent Public Agency or Authority of Transit Service","Full Reporter",66086,23,"MB","PT",22,NA,2.0155,NA,0.1445,NA,92.2606,NA,6.6152,NA,13.9468,NA,0.9121,NA,NA,570220,NA,3945802,NA,282919,NA,42768,NA,4325832,NA,769929,NA,"No",NA,NA,NA,NA,NA,NA
"Wilkes Transportation Authority","North Wilkesboro","NC","4R06-050","4R06-40918","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,23,"DR","DO",21,NA,0.8887,NA,0.0428,NA,26.1945,NA,1.261,NA,20.7721,NA,0,NA,NA,49467,NA,1156173,NA,55660,NA,44138,NA,0,NA,733895,NA,"No",NA,NA,NA,NA,NA,NA
"Baker Council on Aging","Macclenny","FL","4R02-002","4R02-41170","Private-Non-Profit Corporation","Rural Reporter",0,23,"DR","DO",20,NA,0.6465,NA,0.0117,NA,45.9452,NA,0.8334,NA,55.1292,NA,0,NA,NA,9354,NA,797609,NA,14468,NA,17360,NA,0,NA,277323,NA,"No",NA,NA,NA,NA,NA,NA
"Murray-Calloway County Transit Authority","Murray","KY","4R04-011","4R04-41053","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,23,"DR","DO",20,NA,0.6789,NA,0.0433,NA,31.0545,NA,1.9788,NA,15.694,NA,0,NA,NA,43439,NA,1004210,NA,63987,NA,32337,NA,0,NA,556915,NA,"No",NA,NA,NA,NA,NA,NA
"Wilkes Transportation Authority","North Wilkesboro","NC","4R06-050","4R06-40918","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,23,"MB","DO",2,NA,0.3905,NA,0.0719,NA,23.0422,NA,4.2431,NA,5.4305,NA,0,NA,NA,5534,NA,76961,NA,14172,NA,3340,NA,0,NA,43272,NA,"No",NA,NA,NA,NA,NA,NA
"City of Lompoc, dba: City of Lompoc - Lompoc Transit","Lompoc","CA","9149","90149","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",51509,23,"DR","PT",2,NA,2.9651,NA,0.0579,NA,106.9303,NA,2.0884,NA,51.203,NA,0,NA,NA,26280,NA,453812,NA,8863,NA,4244,NA,0,NA,35608,NA,"No",NA,NA,NA,NA,NA,NA
"University of Arkansas, Fayetteville","Fayetteville","AR","6062","60062","University","Reduced Reporter",295083,23,"MB","DO",19,NA,1.1202,NA,0.6779,NA,53.8249,NA,32.5743,NA,1.6524,NA,0,NA,NA,1832085,NA,2702439,NA,1635492,NA,50208,NA,0,NA,557558,NA,"No",NA,NA,NA,NA,NA,NA
"Connecticut Department of Transportation - CTTransit New Britain -Dattco.","New Britain","CT","1045","10045","Private Provider Reporting on Behalf of a Public Entity","Full Reporter",924859,23,"CB","PT",18,NA,1.1726,NA,0.0531,NA,106.7117,NA,4.8312,NA,22.0878,NA,0.8774,NA,NA,241040,NA,4540263,NA,205555,NA,42547,NA,5174714,NA,791580,NA,"No",NA,NA,NA,NA,NA,NA
"Mendocino Transit Authority","Ukiah","CA","9R02-047","9R02-91047","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,23,"MB","DO",17,NA,1.766,NA,0.1665,NA,76.8539,NA,7.2438,NA,10.6096,NA,0,NA,NA,499202,NA,2998991,NA,282669,NA,39022,NA,0,NA,653212,NA,"No",NA,NA,NA,NA,NA,NA
"Lowcountry Regional Transportation Authority","Bluffton","SC","4R07-007","4R07-41092","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,23,"DR","DO",14,NA,0.8362,NA,0.0438,NA,72.97,NA,3.8181,NA,19.1115,NA,0,NA,NA,49622,NA,1134172,NA,59345,NA,15543,NA,0,NA,244709,NA,"No",NA,NA,NA,NA,NA,NA
"Ozark Regional Transit","Springdale","AR","6072","60072","Independent Public Agency or Authority of Transit Service","Full Reporter",295083,23,"MB","DO",14,NA,0.4042,NA,0.0377,NA,63.4062,NA,5.917,NA,10.7159,NA,1.5994,NA,NA,91337,NA,2421483,NA,225971,NA,38190,NA,1514005,NA,603608,NA,"No",NA,NA,NA,NA,NA,NA
"City of Lompoc, dba: City of Lompoc - Lompoc Transit","Lompoc","CA","9149","90149","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",51509,23,"CB","PT",13,NA,5.3782,NA,0.7031,NA,138.6365,NA,18.1238,NA,7.6494,NA,0,NA,NA,451297,NA,641887,NA,83913,NA,4630,NA,0,NA,191634,NA,"No",NA,NA,NA,NA,NA,NA
"Flathead Area IX Agency on Aging","Kalispell","MT","8R02-005","8R02-80220","Area Agency on Aging","Rural Reporter",0,23,"MB","DO",13,NA,0.3682,NA,0.0354,NA,61.749,NA,5.9319,NA,10.4097,NA,0,NA,NA,24843,NA,702271,NA,67463,NA,11373,NA,0,NA,184716,NA,"No",NA,NA,NA,NA,NA,NA
"City of Pueblo, dba: Pueblo Transit","Pueblo","CO","8007","80007","City, County or Local Government Unit or Department of Transportation","Full Reporter",136550,23,"MB","DO",13,NA,0.6293,NA,0.1377,NA,95.7461,NA,20.9524,NA,4.5697,NA,1.2672,NA,NA,507439,NA,3684789,NA,806352,NA,38485,NA,2907728,NA,546635,NA,"No",NA,NA,NA,NA,NA,NA
"Flathead Area IX Agency on Aging","Kalispell","MT","8R02-005","8R02-80220","Area Agency on Aging","Rural Reporter",0,23,"DR","DO",10,NA,0.5868,NA,0.0354,NA,37.3966,NA,2.2544,NA,16.588,NA,0,NA,NA,18578,NA,525160,NA,31659,NA,14043,NA,0,NA,138131,NA,"No",NA,NA,NA,NA,NA,NA
"City of Pueblo, dba: Pueblo Transit","Pueblo","CO","8007","80007","City, County or Local Government Unit or Department of Transportation","Full Reporter",136550,23,"DR","PT",10,NA,2.3423,"Q",0.1491,NA,42.1039,NA,2.6801,"Q",15.7099,"Q",3.6142,NA,NA,135707,NA,910203,NA,57938,"Q",21618,NA,251838,NA,321089,NA,"Yes",NA,NA,NA,NA,NA,NA
"Mid Mon Valley Transit Authority","Charleroi","PA","3061","30061","Independent Public Agency or Authority of Transit Service","Full Reporter",66086,23,"DR","PT",1,NA,2.6583,NA,0.094,NA,98.5707,NA,3.4837,NA,28.2949,NA,3.7574,NA,NA,1704,NA,18137,NA,641,NA,184,NA,4827,NA,3206,NA,"No",NA,NA,NA,NA,NA,NA
"Southeast Kansas Community Action Program","Girard","KS","7R02-068","7R02-70078","Private-Non-Profit Corporation","Rural Reporter",0,22,"MB","DO",9,NA,0.006,NA,8e-04,NA,36.7791,NA,4.6741,NA,7.8687,NA,0,NA,NA,150,NA,197945,NA,25156,NA,5382,NA,0,NA,76014,NA,"No",NA,NA,NA,NA,NA,NA
"Valley Transit","Walla Walla","WA","64","64","Independent Public Agency or Authority of Transit Service","Reduced Reporter",55805,22,"DR","DO",8,NA,0.5646,NA,0.0158,NA,116.14,NA,3.2465,NA,35.7743,NA,0,NA,NA,24898,NA,1577646,NA,44100,NA,13584,NA,0,NA,141394,NA,"No",NA,NA,NA,NA,NA,NA
"Cooperative Alliance for Seacoast Transportation","Dover","NH","1086","10086","Independent Public Agency or Authority of Transit Service","Full Reporter",88087,22,"DR","DO",8,NA,5.0407,NA,0.0626,NA,119.9264,NA,1.4897,NA,80.5049,NA,12.6933,NA,NA,93112,NA,1487087,NA,18472,NA,12400,NA,117155,NA,189073,NA,"No",NA,NA,NA,NA,NA,NA
"Town of Huntington, dba: Huntington Area Rapid Transit","Huntington Station","NY","2071","20071","City, County or Local Government Unit or Department of Transportation","Full Reporter",18351295,22,"MB","DO",8,NA,1.1718,NA,0.0461,NA,124.3657,NA,4.8974,NA,25.3943,NA,5.7509,NA,NA,133435,NA,2891628,NA,113869,NA,23251,NA,502809,NA,377887,NA,"No",NA,NA,NA,NA,NA,NA
"Waccamaw Regional Transportation Authority","Conway","SC","4102","40102","Independent Public Agency or Authority of Transit Service","Reduced Reporter",215304,22,"DR","DO",8,NA,2.8976,NA,0.0383,NA,64.7599,NA,0.857,NA,75.5698,NA,0,NA,NA,39683,NA,1034928,NA,13695,NA,15981,NA,0,NA,232443,NA,"No",NA,NA,NA,NA,NA,NA
"City of Lawton  , dba: Lawton Area Transit System","Lawton","OK","6094","60094","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",94457,22,"DR","DO",7,NA,3.4364,NA,0.3055,NA,24.0026,NA,2.1341,NA,11.2472,NA,0,NA,NA,42770,NA,139983,NA,12446,NA,5832,NA,0,NA,77669,NA,"No",NA,NA,NA,NA,NA,NA
"County of Muskegon, dba: Muskegon Area Transit System","Muskegon Heights","MI","5037","50037","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",161280,22,"DR","DO",7,NA,2.3114,NA,0.0475,NA,103.6633,NA,2.1307,NA,48.6524,NA,0,NA,NA,53623,NA,1128686,NA,23199,NA,10888,NA,0,NA,150722,NA,"No",NA,NA,NA,NA,NA,NA
"Wiregrass Transit Authority","Dothan","AL","4103","40103","MPO, COG or Other Planning Agency","Reduced Reporter",68781,22,"DT","PT",7,NA,0,NA,0,NA,42.832,NA,0.9622,NA,44.5155,NA,0,NA,NA,0,NA,559471,NA,12568,NA,13062,NA,0,NA,243841,NA,"No",NA,NA,NA,NA,NA,NA
"City of Mankato , dba: Greater Mankato Transit System","Mankato","MN","5205","50205","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",57584,22,"DR","DO",6,NA,3.0959,NA,0.0486,NA,85.3522,NA,1.3387,NA,63.7566,NA,0,NA,NA,26417,NA,544035,NA,8533,NA,6374,NA,0,NA,49868,NA,"No",NA,NA,NA,NA,NA,NA
"South East Area Transit","Zanesville","OH","5R05-074","5R05-50341","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,22,"MB","DO",5,NA,0.6183,NA,0.0666,NA,65.4747,NA,7.0557,NA,9.2797,NA,0,NA,NA,58183,NA,873302,NA,94109,NA,13338,NA,0,NA,209300,NA,"No",NA,NA,NA,NA,NA,NA
"Greenville Transit Authority","Greenville","SC","4053","40053","Independent Public Agency or Authority of Transit Service","Full Reporter",400492,22,"DR","DO",5,NA,2.8592,NA,0.0719,NA,53.9433,NA,1.3563,NA,39.7725,NA,6.0961,NA,NA,31074,NA,432248,NA,10868,NA,8013,NA,70906,NA,93000,NA,"No",NA,NA,NA,NA,NA,NA
"Cache Valley Transit District","Logan","UT","8028","80028","Independent Public Agency or Authority of Transit Service","Full Reporter",94983,22,"DR","DO",5,NA,0,NA,0,NA,88.297,NA,2.3332,NA,37.844,NA,7.6775,NA,NA,0,NA,987425,NA,26092,NA,11183,NA,128613,NA,128614,NA,"No",NA,NA,NA,NA,NA,NA
"Wadena County Social Services","Wadena","MN","5R04-020","5R04-50446","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,22,"MB","DO",4,NA,0.768,NA,0.1554,NA,25.84,NA,5.2291,NA,4.9416,NA,0,NA,NA,7381,NA,47494,NA,9611,NA,1838,NA,0,NA,45637,NA,"No",NA,NA,NA,NA,NA,NA
"Southeast Area Transit District","Preston","CT","1040","10040","Independent Public Agency or Authority of Transit Service","Full Reporter",209190,22,"DR","PT",4,NA,3.414,NA,0.0829,NA,43.3351,NA,1.0516,NA,41.2069,NA,9.4947,NA,NA,22454,NA,271018,NA,6577,NA,6254,NA,28544,NA,85461,NA,"No",NA,NA,NA,NA,NA,NA
